id,year,region,female,age,edu,married,child,norm_trad,wage,income,housework,reform_year,policy,target_mother,child_exp,savings,leisure,negotiate,satisfaction,self,ask
211,2019,1,0,48,13,1,0,4,934.0,1089628.0,44.0,2021,0,0,67802.0,58821.0,230.0,0,5,0,22185.0
212,2023,6,0,45,16,0,1,2,1218.0,2793374.0,76.0,2021,1,1,126172.0,92478.0,215.0,0,6,0,22323.0
213,2023,3,0,59,15,1,0,2,1286.0,1947218.0,81.0,2021,1,1,56360.0,38901.0,226.0,0,6,0,35656.0
214,2021,8,0,63,15,0,0,3,1275.0,2186176.0,59.0,2021,1,1,66634.0,40361.0,217.0,0,8,1,30908.0
215,2023,6,1,56,14,1,0,3,1218.0,2766423.0,168.0,2021,1,1,126935.0,53938.0,246.0,1,6,0,26898.0
216,2019,8,0,34,17,1,1,2,1029.0,2701898.0,37.0,2021,0,1,125333.0,78291.0,208.0,0,5,1,26106.0
217,2018,7,0,46,16,0,0,4,1030.0,966674.0,50.0,2021,0,1,61123.0,10885.0,225.0,1,5,1,29269.0
218,2018,5,0,49,15,1,0,1,1407.0,2736676.0,60.0,2021,0,0,112945.0,84721.0,235.0,1,8,0,37090.0
219,2021,9,0,24,16,0,0,1,1220.0,2425872.0,7.0,2021,1,0,126074.0,73523.0,280.0,0,7,1,30620.0
220,2024,5,0,49,16,1,0,2,1560.0,3084008.0,61.0,2021,1,0,134180.0,62688.0,200.0,0,4,1,28869.0
221,2018,10,0,69,13,0,0,2,1144.0,2731237.0,55.0,2021,0,0,131313.0,101030.0,262.0,0,4,1,27891.0
222,2021,10,1,51,11,1,0,5,700.0,1099097.0,199.0,2021,1,1,5226.0,8312.0,184.0,0,3,0,27473.0
223,2022,6,1,60,15,1,0,4,1154.0,1302679.0,158.0,2021,1,0,26735.0,81063.0,219.0,1,5,0,31382.0
224,2019,7,1,46,15,0,0,3,1088.0,2363563.0,115.0,2021,0,0,83616.0,66287.0,208.0,1,5,0,31491.0
225,2023,3,1,43,16,1,0,2,1467.0,2622057.0,158.0,2021,1,0,135761.0,25325.0,251.0,1,6,1,30916.0
226,2020,9,1,48,12,1,0,4,828.0,861130.0,182.0,2021,0,1,87153.0,64244.0,199.0,0,4,1,15142.0
227,2023,7,1,35,12,0,1,1,852.0,1634344.0,127.0,2021,1,1,95096.0,60076.0,178.0,0,7,0,20783.0
228,2022,10,1,33,15,0,0,2,1491.0,3299079.0,104.0,2021,1,0,117178.0,68561.0,218.0,0,7,1,21939.0
229,2021,3,0,58,14,0,0,2,1223.0,1569774.0,38.0,2021,1,0,23068.0,23172.0,248.0,0,6,1,37317.0
230,2019,8,1,59,10,0,0,3,922.0,2827598.0,144.0,2021,0,0,130555.0,34032.0,213.0,0,7,1,22395.0
231,2021,5,0,33,15,0,1,1,1427.0,2329659.0,69.0,2021,1,0,102783.0,106733.0,219.0,0,4,0,34965.0
232,2023,2,0,55,10,0,0,2,1290.0,2365505.0,55.0,2021,1,0,173751.0,39996.0,241.0,0,6,0,28873.0
233,2018,2,1,43,12,0,1,5,1158.0,1654834.0,202.0,2021,0,1,67434.0,11298.0,140.0,0,4,1,25217.0
234,2023,6,1,48,17,1,0,5,1278.0,2571205.0,155.0,2021,1,0,154624.0,75818.0,210.0,0,6,1,25973.0
235,2021,4,1,49,18,1,0,5,1473.0,2834526.0,194.0,2021,1,0,129918.0,39157.0,213.0,1,3,0,35378.0
236,2023,2,0,55,11,0,1,5,1134.0,1476453.0,47.0,2021,1,1,62969.0,14935.0,206.0,1,5,0,23895.0
237,2022,5,1,45,13,0,0,4,1141.0,3466713.0,158.0,2021,1,0,139139.0,103224.0,217.0,0,6,1,39879.0
238,2021,7,1,60,14,1,1,3,1536.0,2947131.0,157.0,2021,1,1,159434.0,81655.0,191.0,0,6,1,36681.0
239,2020,4,0,47,18,1,0,1,1801.0,3244569.0,41.0,2021,0,1,122929.0,68391.0,242.0,0,8,0,42817.0
240,2022,10,0,51,13,1,0,5,1188.0,2872918.0,111.0,2021,1,1,140502.0,70861.0,243.0,0,7,0,37876.0
241,2018,8,1,35,13,0,0,3,1072.0,2836727.0,91.0,2021,0,1,129684.0,59000.0,197.0,1,6,0,35958.0
242,2022,6,1,68,17,0,0,5,1207.0,2735818.0,249.0,2021,1,1,129662.0,65352.0,161.0,0,6,0,25187.0
243,2018,10,1,49,13,1,1,3,934.0,1510610.0,164.0,2021,0,1,80460.0,19452.0,200.0,0,5,0,25803.0
244,2022,5,1,52,16,0,0,5,1535.0,2869955.0,201.0,2021,1,1,90075.0,56634.0,223.0,1,6,1,31652.0
245,2022,2,1,26,11,0,0,2,1192.0,1204914.0,79.0,2021,1,0,57252.0,22663.0,273.0,0,7,1,27789.0
246,2018,1,0,35,14,0,1,5,1008.0,2445253.0,116.0,2021,0,0,117985.0,38936.0,195.0,0,5,1,26736.0
247,2023,10,0,58,10,1,0,5,848.0,958806.0,62.0,2021,1,0,0.0,55142.0,247.0,1,6,0,22089.0
248,2020,10,0,47,12,0,0,1,1422.0,2157999.0,27.0,2021,0,1,94761.0,72103.0,265.0,1,7,1,27052.0
249,2023,8,0,23,16,0,0,1,1243.0,2235799.0,0.0,2021,1,1,99833.0,37204.0,283.0,0,7,1,39124.0
250,2018,2,1,55,14,0,0,1,1666.0,3221303.0,90.0,2021,0,0,95330.0,50149.0,234.0,0,8,1,24400.0
251,2019,3,0,38,13,1,0,1,1095.0,2090533.0,50.0,2021,0,1,79843.0,50351.0,259.0,0,9,0,26186.0
252,2021,1,0,60,12,0,0,5,1181.0,2885342.0,55.0,2021,1,0,105191.0,118123.0,249.0,1,7,0,17348.0
253,2019,1,0,43,14,0,1,3,1140.0,2593620.0,104.0,2021,0,0,167029.0,35263.0,208.0,1,5,1,23222.0
254,2020,3,0,46,15,1,1,3,1435.0,3335362.0,103.0,2021,0,1,150241.0,69160.0,182.0,0,6,1,35453.0
255,2022,6,1,57,16,1,0,4,1462.0,2266900.0,150.0,2021,1,1,124243.0,65790.0,212.0,0,6,0,37437.0
256,2019,1,1,34,9,0,1,1,700.0,2289684.0,158.0,2021,0,1,110194.0,49404.0,170.0,1,6,1,15521.0
257,2022,10,1,33,12,0,0,5,742.0,934067.0,193.0,2021,1,0,0.0,20601.0,171.0,0,6,0,29564.0
258,2018,5,1,42,14,1,1,2,1310.0,3656771.0,145.0,2021,0,1,177796.0,104547.0,155.0,1,3,1,37024.0
259,2019,3,0,53,14,1,0,4,1205.0,3430098.0,55.0,2021,0,0,113599.0,90600.0,233.0,0,8,0,30635.0
260,2022,6,1,29,15,1,0,4,880.0,2090328.0,168.0,2021,1,0,76771.0,78914.0,206.0,0,7,1,26103.0
261,2023,8,0,26,15,0,0,5,1346.0,2938807.0,0.0,2021,1,1,95534.0,84742.0,262.0,0,7,0,30945.0
262,2019,4,0,53,13,0,1,3,1418.0,1190940.0,70.0,2021,0,1,71502.0,49486.0,221.0,0,6,1,34741.0
263,2020,1,1,37,13,1,0,1,858.0,1696899.0,54.0,2021,0,1,101021.0,80795.0,244.0,1,5,1,16616.0
264,2024,1,1,40,13,1,0,3,995.0,2592083.0,181.0,2021,1,1,133041.0,99625.0,202.0,0,5,0,38525.0
265,2024,9,0,24,17,1,0,3,1065.0,2629255.0,85.0,2021,1,0,143679.0,116731.0,214.0,0,7,0,40090.0
266,2022,2,0,37,12,0,0,1,1049.0,1278338.0,50.0,2021,1,0,104941.0,65348.0,258.0,1,6,0,19896.0
267,2021,7,1,44,14,0,0,3,1098.0,1829539.0,134.0,2021,1,0,24887.0,33863.0,211.0,0,6,0,25246.0
268,2020,4,1,54,14,1,0,3,1171.0,1089617.0,115.0,2021,0,1,18296.0,52433.0,212.0,1,6,0,33237.0
269,2022,8,0,36,17,1,0,1,1210.0,2634496.0,13.0,2021,1,1,71003.0,81319.0,252.0,1,7,0,32670.0
270,2022,1,1,62,13,1,0,5,960.0,1036336.0,241.0,2021,1,0,64070.0,81473.0,172.0,0,5,1,25668.0
271,2020,9,0,36,16,1,1,2,1083.0,2944639.0,50.0,2021,0,0,118735.0,43615.0,208.0,0,5,0,30074.0
272,2018,7,1,36,17,0,0,2,1349.0,3019562.0,55.0,2021,0,0,108455.0,84666.0,231.0,1,7,1,42039.0
273,2019,5,1,61,14,0,0,3,905.0,1391817.0,166.0,2021,0,0,53299.0,24853.0,197.0,1,7,1,24300.0
274,2024,3,1,46,14,0,0,5,864.0,1815838.0,230.0,2021,1,0,85119.0,59593.0,191.0,0,5,0,40963.0
275,2020,10,1,38,13,1,0,3,700.0,1401451.0,181.0,2021,0,1,21918.0,35305.0,204.0,0,7,1,24616.0
276,2021,4,1,42,13,0,0,3,1089.0,2081154.0,166.0,2021,1,1,60369.0,64171.0,230.0,0,4,1,16794.0
277,2021,5,1,59,16,1,1,2,1082.0,1803970.0,174.0,2021,1,0,98171.0,17552.0,206.0,1,5,1,41539.0
278,2023,4,0,60,15,0,0,4,1427.0,2879846.0,54.0,2021,1,1,149763.0,88048.0,276.0,0,6,0,41062.0
279,2018,3,1,35,15,0,0,5,1355.0,1618407.0,140.0,2021,0,0,66009.0,48901.0,221.0,0,7,0,34831.0
280,2018,5,1,44,12,0,0,4,1298.0,1421435.0,167.0,2021,0,1,39959.0,43777.0,211.0,0,7,1,29060.0
281,2019,2,1,45,12,0,0,4,793.0,1366436.0,182.0,2021,0,1,4120.0,82234.0,188.0,0,5,1,12996.0
282,2021,1,1,33,19,1,0,3,1449.0,2752578.0,137.0,2021,1,1,139157.0,65137.0,237.0,0,7,1,24864.0
283,2022,3,0,43,14,0,0,1,990.0,1918151.0,24.0,2021,1,0,65737.0,58893.0,240.0,0,8,1,27650.0
284,2021,2,1,44,12,1,0,2,897.0,1539846.0,90.0,2021,1,0,42209.0,51503.0,212.0,0,5,1,30643.0
285,2021,5,0,57,17,1,0,3,1594.0,4062046.0,20.0,2021,1,1,118288.0,98598.0,280.0,1,7,1,39914.0
286,2024,9,1,57,15,1,0,2,1401.0,2852102.0,160.0,2021,1,1,87846.0,124422.0,192.0,1,6,0,45065.0
287,2019,2,0,40,15,1,1,1,1576.0,3383241.0,106.0,2021,0,1,127383.0,75069.0,206.0,1,5,0,43887.0
288,2022,1,1,42,14,1,0,1,920.0,2004617.0,88.0,2021,1,1,88190.0,46112.0,223.0,0,6,1,25724.0
289,2021,2,0,51,13,1,1,1,1501.0,3633255.0,66.0,2021,1,0,131945.0,120825.0,232.0,1,9,1,38913.0
290,2021,6,1,38,14,0,0,3,700.0,1548009.0,115.0,2021,1,1,77823.0,36191.0,242.0,0,5,1,31336.0
291,2023,3,1,50,11,0,0,4,700.0,1481009.0,182.0,2021,1,1,64674.0,6306.0,206.0,1,6,1,17519.0
292,2019,5,0,43,14,1,0,2,1142.0,2673592.0,81.0,2021,0,1,164126.0,49173.0,254.0,0,7,1,28137.0
293,2024,1,0,33,15,0,0,3,1229.0,1299893.0,7.0,2021,1,0,14885.0,11573.0,258.0,1,6,0,33333.0
294,2020,4,0,33,18,0,0,2,1463.0,1739976.0,49.0,2021,0,0,79936.0,7200.0,283.0,0,6,0,23959.0
295,2021,5,1,60,14,1,0,5,1227.0,2420571.0,205.0,2021,1,0,101070.0,58925.0,212.0,0,7,1,27953.0
296,2021,5,0,42,9,0,1,3,853.0,1616563.0,88.0,2021,1,1,67816.0,37787.0,188.0,0,6,1,24853.0
297,2023,6,0,62,14,0,0,5,1231.0,2505705.0,102.0,2021,1,0,102081.0,89086.0,226.0,0,7,0,32177.0
298,2021,8,0,38,20,0,0,3,1733.0,3129408.0,96.0,2021,1,1,147769.0,89435.0,224.0,1,8,0,45598.0
299,2019,5,1,47,16,1,0,1,1362.0,2992532.0,82.0,2021,0,0,122151.0,84695.0,227.0,0,6,1,32159.0
300,2018,9,0,69,12,0,1,4,1101.0,1539002.0,100.0,2021,0,1,116477.0,17129.0,170.0,0,4,0,15628.0
301,2020,6,0,32,15,1,0,1,1199.0,2402828.0,31.0,2021,0,1,44657.0,79525.0,256.0,0,8,1,41166.0
302,2023,3,0,23,12,0,0,3,1037.0,1196072.0,29.0,2021,1,0,32807.0,67529.0,225.0,0,6,0,24763.0
303,2018,3,1,58,11,0,0,2,778.0,1593829.0,121.0,2021,0,0,107660.0,52557.0,172.0,0,6,1,16273.0
304,2024,4,1,35,13,0,1,4,961.0,970657.0,213.0,2021,1,1,93774.0,34709.0,154.0,0,3,0,34958.0
305,2021,6,0,44,14,0,0,1,1328.0,2564555.0,34.0,2021,1,1,127272.0,36468.0,234.0,0,7,1,37152.0
306,2018,3,1,38,10,1,0,3,700.0,800000.0,118.0,2021,0,1,68830.0,51198.0,203.0,0,4,0,22838.0
307,2020,10,0,47,11,1,1,4,1274.0,2531436.0,71.0,2021,0,0,68686.0,95807.0,154.0,0,5,0,32756.0
308,2021,5,1,34,14,1,1,4,856.0,2418264.0,185.0,2021,1,1,141530.0,67970.0,165.0,1,4,0,20030.0
309,2020,9,1,42,13,1,1,2,868.0,2106090.0,123.0,2021,0,1,133322.0,35046.0,189.0,1,4,0,26595.0
310,2018,7,0,49,15,1,0,3,1154.0,1504370.0,53.0,2021,0,1,46185.0,38524.0,230.0,0,5,1,38509.0
311,2022,4,1,33,11,0,1,3,1193.0,1991203.0,180.0,2021,1,1,172423.0,36575.0,179.0,0,2,0,23267.0
312,2022,3,1,36,16,0,0,5,1055.0,1148311.0,216.0,2021,1,0,57100.0,27036.0,209.0,0,3,1,20960.0
313,2018,8,0,40,11,0,0,1,838.0,800000.0,8.0,2021,0,0,0.0,42256.0,266.0,0,7,0,24252.0
314,2019,4,0,28,18,0,0,1,1403.0,2584232.0,15.0,2021,0,0,114980.0,69833.0,273.0,0,7,1,37442.0
315,2019,3,0,39,10,1,0,5,841.0,2043949.0,100.0,2021,0,0,63542.0,74966.0,245.0,0,4,1,25495.0
316,2022,10,1,45,12,0,0,3,818.0,1692703.0,136.0,2021,1,1,107369.0,54014.0,194.0,0,6,1,12711.0
317,2023,5,1,40,15,1,1,1,1189.0,2871513.0,119.0,2021,1,1,156202.0,50920.0,211.0,1,5,0,17994.0
318,2023,1,0,41,18,0,0,1,868.0,1556445.0,25.0,2021,1,1,63528.0,33114.0,269.0,0,7,0,38007.0
319,2024,5,1,44,15,1,1,1,1247.0,2537905.0,146.0,2021,1,0,161388.0,50876.0,186.0,0,5,1,23572.0
320,2023,5,1,37,15,0,1,3,1198.0,1799865.0,199.0,2021,1,1,123482.0,37895.0,151.0,1,4,0,28520.0
321,2020,9,1,52,14,0,0,5,1257.0,2042560.0,220.0,2021,0,1,60792.0,92335.0,193.0,0,5,1,13471.0
322,2018,8,0,60,12,0,1,2,1364.0,1974526.0,68.0,2021,0,0,98307.0,88498.0,185.0,0,8,1,35377.0
323,2022,2,0,39,13,0,1,2,1268.0,2039817.0,45.0,2021,1,1,126317.0,66202.0,200.0,1,5,1,31582.0
324,2024,2,0,49,11,0,0,5,1349.0,2472663.0,109.0,2021,1,1,96437.0,65066.0,210.0,0,6,0,30751.0
325,2024,7,0,41,11,1,1,1,759.0,1737297.0,80.0,2021,1,0,87445.0,11790.0,215.0,0,6,0,24811.0
326,2019,1,1,48,15,0,1,1,1303.0,4057764.0,107.0,2021,0,1,175940.0,91995.0,201.0,0,5,0,22069.0
327,2019,4,1,61,12,0,0,3,944.0,1026302.0,176.0,2021,0,0,19276.0,15146.0,217.0,1,3,1,16329.0
328,2018,2,1,50,15,0,0,2,1175.0,2052451.0,101.0,2021,0,0,31017.0,88921.0,208.0,1,5,1,26040.0
329,2018,1,1,24,11,0,0,2,700.0,800000.0,149.0,2021,0,1,48978.0,0.0,190.0,0,6,0,18508.0
330,2021,10,1,49,15,1,1,1,1393.0,2743507.0,155.0,2021,1,1,88300.0,75829.0,200.0,1,5,1,29901.0
331,2021,1,1,58,13,0,0,4,1098.0,1802853.0,143.0,2021,1,1,57274.0,28824.0,196.0,0,5,0,29657.0
332,2020,1,1,42,17,0,0,2,1558.0,3226840.0,129.0,2021,0,0,83650.0,76327.0,204.0,0,7,0,44819.0
333,2020,10,0,55,15,1,1,4,1182.0,2332767.0,103.0,2021,0,1,68436.0,67309.0,166.0,0,4,1,22139.0
334,2023,2,0,36,17,1,1,3,1793.0,3561740.0,140.0,2021,1,0,165320.0,100718.0,191.0,0,6,1,39477.0
335,2021,9,1,28,12,1,1,3,700.0,1474841.0,151.0,2021,1,1,83062.0,40662.0,220.0,0,3,0,27869.0
336,2023,1,1,46,14,0,0,1,1114.0,1304674.0,124.0,2021,1,1,63204.0,54840.0,198.0,1,5,0,25796.0
337,2024,2,0,25,12,1,1,4,1177.0,2222549.0,83.0,2021,1,1,81892.0,36877.0,224.0,0,6,0,27213.0
338,2020,2,0,41,13,1,0,2,1433.0,2638432.0,6.0,2021,0,1,90949.0,70170.0,257.0,0,7,0,34929.0
339,2019,8,0,58,13,1,0,3,1241.0,2520713.0,42.0,2021,0,1,107636.0,84463.0,214.0,0,4,1,29277.0
340,2024,7,1,23,12,0,1,4,700.0,1719474.0,196.0,2021,1,1,95879.0,47696.0,150.0,1,4,0,27045.0
341,2022,5,0,30,11,1,0,2,1131.0,2168502.0,11.0,2021,1,0,113464.0,44724.0,239.0,0,4,0,27278.0
342,2020,3,1,33,11,1,1,5,1040.0,2175912.0,230.0,2021,0,1,128284.0,43379.0,149.0,1,4,0,22729.0
343,2022,1,1,43,9,0,1,5,700.0,800000.0,246.0,2021,1,1,58695.0,44344.0,156.0,0,6,1,7964.0
344,2021,6,1,40,12,1,0,5,700.0,1779867.0,198.0,2021,1,1,34989.0,30077.0,234.0,0,5,0,23883.0
345,2024,3,1,59,15,0,0,2,1294.0,1981251.0,100.0,2021,1,0,67428.0,30850.0,199.0,0,4,1,30540.0
346,2019,6,1,54,10,0,0,1,700.0,1633562.0,84.0,2021,0,1,69732.0,57906.0,222.0,0,5,1,12643.0
347,2024,7,1,49,11,1,0,5,842.0,2423820.0,192.0,2021,1,0,77422.0,57315.0,187.0,1,3,0,26112.0
348,2024,9,0,46,18,1,1,3,1594.0,3205242.0,80.0,2021,1,1,122818.0,39138.0,184.0,0,4,0,47348.0
349,2019,5,1,48,13,1,0,2,1019.0,1572544.0,142.0,2021,0,1,71783.0,73169.0,212.0,0,6,0,24629.0
350,2019,1,1,35,15,1,1,5,1039.0,2291851.0,229.0,2021,0,1,168972.0,27646.0,155.0,0,3,0,25024.0
351,2021,3,1,53,15,1,0,2,1150.0,2494351.0,79.0,2021,1,1,99098.0,64000.0,210.0,1,6,1,23915.0
352,2018,9,1,32,15,1,0,2,1295.0,2423240.0,100.0,2021,0,1,99743.0,46835.0,225.0,0,6,0,23678.0
353,2020,6,1,53,11,1,1,5,799.0,1586181.0,226.0,2021,0,1,50715.0,31175.0,134.0,0,4,0,34217.0
354,2021,7,1,57,13,0,0,1,851.0,1813566.0,116.0,2021,1,0,111560.0,28810.0,220.0,1,6,0,24817.0
355,2024,5,1,46,10,1,0,3,700.0,1758789.0,172.0,2021,1,1,102426.0,69390.0,233.0,1,4,0,16049.0
356,2024,2,0,42,19,1,0,4,1825.0,3361855.0,97.0,2021,1,0,149808.0,82675.0,234.0,1,7,0,36489.0
357,2019,9,0,48,10,0,1,4,700.0,800000.0,86.0,2021,0,0,89995.0,43640.0,208.0,0,4,0,18872.0
358,2024,8,1,20,12,0,1,5,700.0,1668189.0,241.0,2021,1,1,84703.0,25962.0,141.0,0,4,1,14429.0
359,2018,10,0,47,12,1,1,5,1144.0,2105536.0,55.0,2021,0,1,94133.0,95037.0,217.0,0,5,0,36668.0
360,2023,9,0,43,11,1,1,4,1040.0,2409171.0,94.0,2021,1,1,164068.0,13281.0,212.0,0,6,1,17308.0
361,2023,3,0,43,17,1,0,1,1342.0,2741179.0,2.0,2021,1,1,135759.0,32951.0,268.0,0,7,1,25789.0
362,2024,3,0,52,19,1,1,1,1675.0,2500526.0,57.0,2021,1,1,74038.0,95578.0,213.0,1,3,0,45061.0
363,2019,3,0,43,13,0,0,5,1122.0,2060141.0,137.0,2021,0,1,93475.0,63632.0,216.0,0,6,0,28377.0
364,2024,10,0,31,11,0,0,1,962.0,1988866.0,37.0,2021,1,0,72068.0,60288.0,223.0,1,4,0,23682.0
365,2018,6,0,42,9,0,1,3,816.0,1967376.0,53.0,2021,0,0,119312.0,54836.0,203.0,0,5,1,23518.0
366,2021,5,1,45,13,1,0,4,700.0,1568683.0,176.0,2021,1,1,84109.0,62440.0,221.0,0,5,1,21220.0
367,2021,10,1,45,13,0,0,5,914.0,800000.0,179.0,2021,1,1,3486.0,34595.0,213.0,0,4,0,25459.0
368,2020,7,1,46,13,0,0,2,1100.0,2618541.0,90.0,2021,0,1,113370.0,43121.0,230.0,0,6,0,20966.0
369,2018,10,1,55,14,1,0,2,1023.0,2296911.0,167.0,2021,0,0,100658.0,75938.0,228.0,0,6,0,19821.0
370,2023,10,1,32,15,1,1,2,1046.0,1711140.0,171.0,2021,1,1,110976.0,61258.0,194.0,0,4,0,27057.0
371,2020,1,1,46,15,1,0,4,1288.0,2174518.0,175.0,2021,0,0,100496.0,86916.0,195.0,0,4,1,22174.0
372,2022,4,0,58,13,0,0,3,1264.0,2390812.0,35.0,2021,1,0,133078.0,99630.0,226.0,0,6,0,32055.0
373,2020,8,0,25,12,1,0,5,1189.0,2730092.0,53.0,2021,0,0,115900.0,73872.0,267.0,0,4,1,16698.0
374,2020,9,0,46,15,1,0,2,1457.0,2628619.0,76.0,2021,0,1,107574.0,37566.0,247.0,1,5,0,32087.0
375,2024,2,1,38,14,1,0,3,1215.0,2849763.0,148.0,2021,1,1,147441.0,114491.0,251.0,1,8,0,30112.0
376,2018,4,1,40,16,1,0,4,1206.0,1524417.0,89.0,2021,0,1,119423.0,20089.0,268.0,0,4,1,28822.0
377,2023,6,0,34,16,0,1,2,706.0,929570.0,128.0,2021,1,1,97412.0,33027.0,167.0,1,4,0,30854.0
378,2023,8,0,42,11,0,1,5,881.0,800000.0,96.0,2021,1,1,70155.0,17352.0,178.0,0,4,0,22251.0
379,2020,2,0,64,11,1,0,4,1048.0,1687697.0,62.0,2021,0,1,79883.0,36280.0,187.0,0,8,1,20875.0
380,2019,7,0,30,12,1,0,4,1011.0,2823839.0,80.0,2021,0,1,115235.0,85291.0,249.0,0,5,1,33177.0
381,2018,3,0,31,12,1,0,3,963.0,3012301.0,57.0,2021,0,0,115893.0,77624.0,252.0,0,6,0,24310.0
382,2024,3,1,30,16,0,0,3,1235.0,2340295.0,159.0,2021,1,0,148040.0,70097.0,206.0,0,4,0,42265.0
383,2024,6,1,63,15,1,1,2,1425.0,2675785.0,133.0,2021,1,1,116926.0,48071.0,176.0,1,5,0,33099.0
384,2019,5,1,39,16,1,1,2,1282.0,2626780.0,113.0,2021,0,1,153810.0,54706.0,194.0,0,6,1,30922.0
385,2018,7,0,44,15,1,0,5,1706.0,3557470.0,68.0,2021,0,1,131365.0,66220.0,240.0,1,5,0,36428.0
386,2018,4,0,40,14,0,1,4,1263.0,1671910.0,119.0,2021,0,1,49506.0,35059.0,207.0,0,6,1,32017.0
387,2018,9,1,34,17,0,0,1,967.0,1454350.0,72.0,2021,0,0,61194.0,38474.0,240.0,1,6,1,27151.0
388,2023,1,0,41,15,0,0,3,1162.0,2809047.0,27.0,2021,1,0,96647.0,109756.0,262.0,0,7,1,31397.0
389,2024,9,1,69,14,0,0,1,1105.0,1466145.0,119.0,2021,1,0,82755.0,35616.0,216.0,0,5,1,36635.0
390,2019,1,1,59,17,1,0,2,1498.0,2571888.0,103.0,2021,0,0,107299.0,16675.0,245.0,1,6,1,40673.0
391,2023,8,1,35,14,0,0,4,828.0,1496997.0,156.0,2021,1,0,38844.0,72632.0,217.0,0,5,1,29214.0
392,2019,4,1,51,13,1,0,3,1014.0,2216771.0,131.0,2021,0,1,124362.0,66219.0,193.0,0,7,1,16088.0
393,2020,4,0,35,12,0,1,3,1002.0,1671098.0,73.0,2021,0,1,113742.0,36540.0,234.0,1,6,0,19539.0
394,2022,1,1,24,16,0,0,1,1020.0,1874482.0,49.0,2021,1,1,129258.0,39871.0,265.0,0,6,1,30307.0
395,2023,8,0,55,17,1,0,2,1644.0,3513170.0,24.0,2021,1,1,152885.0,62431.0,260.0,1,6,1,42664.0
396,2024,2,0,57,14,0,1,4,1605.0,4049726.0,89.0,2021,1,0,170847.0,130632.0,209.0,0,6,0,31935.0
397,2018,7,1,56,17,1,0,4,1597.0,3061478.0,172.0,2021,0,1,134741.0,74370.0,230.0,0,6,0,33784.0
398,2019,8,1,39,10,1,0,5,700.0,1489351.0,221.0,2021,0,1,47690.0,3556.0,153.0,0,5,0,28363.0
399,2019,9,0,42,14,1,1,3,1367.0,3654326.0,121.0,2021,0,1,159153.0,86297.0,215.0,0,5,1,35785.0
400,2020,8,1,52,14,0,0,3,854.0,1262617.0,178.0,2021,0,1,49800.0,63788.0,189.0,0,5,0,33888.0
401,2024,4,0,48,12,0,0,1,860.0,885823.0,52.0,2021,1,0,11478.0,34158.0,262.0,0,6,0,22551.0
402,2023,8,1,40,19,0,0,2,1210.0,2303124.0,110.0,2021,1,0,100796.0,38227.0,224.0,0,6,0,34580.0
403,2020,9,0,26,14,0,0,1,1056.0,2438888.0,13.0,2021,0,0,89337.0,38974.0,233.0,0,4,0,35253.0
404,2024,4,0,45,13,0,0,1,1388.0,2678924.0,29.0,2021,1,1,111699.0,46397.0,241.0,0,5,1,29104.0
405,2021,2,1,56,14,0,0,1,1236.0,2176292.0,103.0,2021,1,1,109265.0,89002.0,242.0,1,4,1,25095.0
406,2021,9,1,31,10,0,0,5,700.0,800000.0,213.0,2021,1,1,78813.0,26423.0,182.0,0,4,1,10721.0
407,2021,2,0,51,12,1,1,3,1255.0,2659815.0,91.0,2021,1,1,108874.0,23264.0,192.0,0,4,1,25082.0
408,2019,6,1,48,16,0,1,4,1266.0,3075377.0,193.0,2021,0,0,127224.0,75958.0,156.0,0,4,0,38711.0
409,2024,3,1,52,13,0,0,3,916.0,1031741.0,160.0,2021,1,0,28984.0,35738.0,216.0,1,3,1,14102.0
410,2018,2,1,54,12,0,0,1,1076.0,1814426.0,120.0,2021,0,0,57750.0,38413.0,250.0,0,5,0,32334.0
411,2019,8,1,36,17,1,1,4,1002.0,2039858.0,218.0,2021,0,0,84531.0,24348.0,120.0,1,3,0,27771.0
412,2019,2,0,26,17,0,0,1,1441.0,2244948.0,28.0,2021,0,1,88662.0,33493.0,301.0,0,7,0,35748.0
413,2019,7,0,38,15,0,0,2,1471.0,2771762.0,16.0,2021,0,0,126658.0,91341.0,258.0,0,7,1,33033.0
414,2018,7,1,54,13,1,0,3,1072.0,2401253.0,119.0,2021,0,0,102055.0,65470.0,229.0,0,6,0,27196.0
415,2018,1,0,38,13,0,0,3,952.0,1930013.0,28.0,2021,0,0,51129.0,61130.0,242.0,0,6,1,24597.0
416,2022,2,1,36,12,0,0,2,1286.0,1826395.0,120.0,2021,1,1,120278.0,53913.0,218.0,0,3,1,23594.0
417,2024,8,1,24,12,1,0,1,700.0,800000.0,101.0,2021,1,0,68610.0,41709.0,238.0,1,5,1,17571.0
418,2018,6,0,63,12,1,0,2,1329.0,2773394.0,2.0,2021,0,1,89539.0,57163.0,240.0,0,5,1,36809.0
419,2020,2,0,53,13,0,1,2,1639.0,2877240.0,54.0,2021,0,0,164306.0,59017.0,202.0,1,6,0,34340.0
420,2021,10,1,52,12,0,0,2,929.0,2591356.0,120.0,2021,1,0,115871.0,89455.0,239.0,0,7,1,21934.0
421,2024,3,1,55,11,1,1,5,700.0,2632255.0,200.0,2021,1,0,118218.0,96266.0,147.0,0,5,0,17332.0
422,2022,1,1,50,14,0,0,1,1509.0,3711545.0,99.0,2021,1,1,162856.0,59345.0,233.0,1,8,1,29042.0
