female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,incomehi,ed
1,0,0,45.459999,0,0,1,0,7.1999998,7.3299999,3,.65588999,0,16
1,1,0,38.650002,0,0,0,0,7.1999998,7.3299999,3,.65588999,0,13
0,0,1,49.75,0,0,1,0,7.1999998,7.3299999,3,.65588999,1,15
0,0,0,56.389999,0,1,1,0,7.1999998,7.3299999,3,.65588999,0,16
0,1,0,41.470001,0,0,1,0,7.1999998,7.3299999,3,.65588999,0,12
0,0,0,56.560001,1,1,1,0,7.1999998,7.3299999,3,.65588999,1,16
0,1,0,45.16,0,0,1,0,7.1999998,7.3299999,3,.65588999,0,15
0,1,0,35.110001,0,0,0,0,7.1999998,7.3299999,3,.65588999,0,12
1,1,0,40.259998,0,0,1,0,7.1999998,7.3299999,3,.65588999,0,12
1,1,0,36.669998,0,0,0,0,7.1999998,7.3299999,3,.65588999,0,12
0,0,0,52.669998,0,0,1,0,7.1999998,7.3299999,3,.65588999,0,13
0,1,0,58.049999,0,0,1,0,6.9000001,7.1799998,.1,1.16513,1,13
0,0,0,56.900002,0,0,1,0,6.9000001,7.1799998,.1,1.16513,0,13
1,1,0,44.43,0,0,1,0,6.9000001,7.1799998,.1,1.16513,0,14
0,1,0,39.68,0,0,1,0,6.9000001,7.1799998,.1,1.16513,1,12
1,0,0,58.630001,1,0,1,0,6.9000001,7.1799998,.1,1.16513,1,16
1,0,0,40.459999,0,0,1,0,6.9000001,7.1799998,.1,1.16513,0,12
1,0,0,53.029999,0,0,1,0,8,7.54,.69999999,.81871003,1,14
1,0,0,55.66,0,0,1,0,8,7.54,.69999999,.81871003,0,12
1,0,0,51.509998,0,0,1,0,8,7.54,.69999999,.81871003,0,12
0,0,0,56.459999,0,0,1,0,8,7.54,.69999999,.81871003,0,14
0,0,0,37.959999,0,0,1,0,8,7.54,.69999999,.81871003,1,12
0,1,0,57.290001,0,1,1,0,8,7.54,.69999999,.81871003,1,16
1,0,0,44.959999,1,0,1,0,8,7.54,.69999999,.81871003,0,14
1,0,1,49.57,0,0,1,0,8,7.54,.69999999,.81871003,0,12
0,0,0,64.220001,0,0,1,0,8,7.54,.69999999,.81871003,0,16
0,0,0,50.91,0,0,1,0,9.8999996,10.15,1.9,.43417999,0,14
1,0,0,47.470001,0,0,1,0,9.8999996,10.15,1.9,.43417999,0,16
0,0,0,67.059998,0,0,1,0,9.8999996,10.15,1.9,.43417999,0,15
1,0,0,43.119999,0,0,1,0,9.8999996,10.15,1.9,.43417999,0,12
1,0,0,55.360001,1,0,1,0,9.8999996,10.15,1.9,.43417999,1,14
1,1,0,48.150002,0,0,1,0,5.0999999,7.3499999,.80000001,.75172997,0,17
1,1,0,39.889999,0,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,13
1,1,0,39.25,0,0,1,0,5.0999999,7.3499999,.80000001,.75172997,0,12
0,1,0,47,0,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,12
0,1,0,40.209999,0,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,12
1,1,0,44.189999,0,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,16
1,1,0,47.810001,1,0,1,0,5.0999999,7.3499999,.80000001,.75172997,0,14
1,1,0,54.41,0,0,1,0,5.0999999,7.3499999,.80000001,.75172997,1,16
0,1,0,43.389999,0,0,1,0,5.0999999,7.3499999,.80000001,.75172997,1,12
1,1,0,38.889999,0,0,1,0,5.0999999,7.3499999,.80000001,.75172997,0,13
1,1,0,43.259998,1,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,12
1,1,0,36.150002,0,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,12
0,1,0,42.200001,0,0,1,0,5.0999999,7.3499999,.80000001,.75172997,0,12
0,1,0,48.119999,0,0,0,0,5.0999999,7.3499999,.80000001,.75172997,0,12
0,1,0,38.169998,0,0,1,0,5.3000002,7.54,1.8,.81871003,0,13
1,1,0,41.439999,1,1,1,0,5.3000002,7.54,1.8,.81871003,1,14
1,1,0,41.599998,0,0,1,0,5.3000002,7.54,1.8,.81871003,0,13
0,1,0,30.780001,0,0,0,0,5.3000002,7.54,1.8,.81871003,0,12
0,1,0,48.52,0,0,0,0,5.3000002,7.54,1.8,.81871003,0,15
0,1,0,31.120001,0,0,0,0,5.3000002,7.54,1.8,.81871003,1,12
0,1,0,35.150002,0,0,0,0,5.3000002,7.54,1.8,.81871003,0,12
1,1,0,40.310001,0,0,1,0,5.3000002,7.54,1.8,.81871003,0,16
0,1,0,53.869999,0,0,1,0,4,9.6800003,5,1.0935301,1,16
1,0,0,51.029999,0,1,0,0,4,9.6800003,5,1.0935301,1,12
0,1,0,46.720001,0,0,1,0,4,9.6800003,5,1.0935301,1,12
1,0,0,59.669998,1,0,1,0,4,9.6800003,5,1.0935301,1,16
1,0,0,56.16,0,0,1,0,4,9.6800003,5,1.0935301,0,15
1,1,0,49.93,0,0,1,0,4,9.6800003,5,1.0935301,1,12
0,0,0,53.5,0,1,1,0,4,9.6800003,5,1.0935301,0,13
0,0,0,58.599998,0,0,1,0,4,9.6800003,5,1.0935301,1,15
1,0,0,51.709999,1,0,1,0,13.4,9.6800003,1.5,1.0935301,0,14
1,1,0,35.349998,0,0,1,0,13.4,9.6800003,1.5,1.0935301,0,12
1,0,0,44.639999,1,0,1,0,13.4,9.6800003,1.5,1.0935301,0,14
0,1,0,49.869999,0,0,1,0,13.4,9.6800003,1.5,1.0935301,0,12
0,0,1,36.34,0,0,1,0,13.4,9.6800003,1.5,1.0935301,0,12
1,0,0,51.919998,0,0,1,0,13.4,9.6800003,1.5,1.0935301,1,16
0,1,0,50.849998,0,0,1,0,13.4,9.6800003,1.5,1.0935301,0,13
1,1,0,45.509998,0,0,1,0,13.4,9.6800003,1.5,1.0935301,1,12
0,1,0,43,1,0,0,0,13.4,9.6800003,1.5,1.0935301,0,13
1,1,0,35.07,0,0,1,0,13.4,9.6800003,1.5,1.0935301,0,12
0,1,0,50.43,0,0,1,0,10.3,9.6800003,.1,1.0935301,0,12
0,1,0,59.720001,0,0,0,0,10.3,9.6800003,.1,1.0935301,0,14
1,1,0,43.060001,0,0,1,0,10.3,9.6800003,.1,1.0935301,0,12
0,0,0,67.120003,1,1,1,0,10.3,9.6800003,.1,1.0935301,0,16
1,1,0,43.330002,1,0,1,0,10.3,9.6800003,.1,1.0935301,0,12
0,0,0,65.489998,0,0,0,0,10.3,9.6800003,.1,1.0935301,0,12
0,0,0,56.950001,0,1,1,0,10.3,9.6800003,.1,1.0935301,1,16
0,1,0,51.639999,0,0,1,0,10.3,9.6800003,.1,1.0935301,0,12
1,0,0,64.959999,1,1,1,0,10.3,9.6800003,.1,1.0935301,0,16
1,1,0,53.48,0,0,0,0,9.1999998,7.1799998,2.7,1.16513,0,16
0,1,0,51.330002,0,0,1,0,9.1999998,7.1799998,2.7,1.16513,0,12
0,1,0,41.09,0,0,1,0,9.1999998,7.1799998,2.7,1.16513,0,12
1,1,0,36.790001,0,0,1,0,9.1999998,7.1799998,2.7,1.16513,1,12
1,1,0,36.240002,0,0,0,0,9.1999998,7.1799998,2.7,1.16513,0,12
0,1,0,37.689999,0,0,0,0,9.1999998,7.1799998,2.7,1.16513,0,12
1,0,0,56.799999,0,0,0,0,9.1999998,7.1799998,2.7,1.16513,1,16
1,1,0,39.52,0,0,0,0,9.1999998,7.1799998,2.7,1.16513,0,15
0,1,0,37.700001,0,0,0,0,9.1999998,7.1799998,2.7,1.16513,0,12
1,1,0,39.509998,0,0,1,0,5,7.54,6.5,.81871003,0,17
1,0,1,49.360001,0,0,1,0,5,7.54,6.5,.81871003,0,12
0,0,1,46.16,0,0,1,0,5,7.54,6.5,.81871003,1,14
1,1,0,38.240002,0,0,1,0,5,7.54,.60000002,.81871003,0,12
1,1,0,38.43,0,0,1,0,5,7.54,.60000002,.81871003,0,14
1,1,0,36.619999,0,0,1,0,5,7.54,.60000002,.81871003,0,12
1,1,0,41.290001,0,0,1,0,5,7.54,.60000002,.81871003,0,12
0,1,0,41.209999,0,1,1,1,5.5,7.1799998,.5,1.16513,0,14
0,1,0,38.529999,1,1,0,1,5.5,7.1799998,.5,1.16513,0,12
0,1,0,45.669998,0,0,1,1,5.5,7.1799998,.5,1.16513,0,15
0,1,0,56.98,0,1,1,1,5.5,7.1799998,.5,1.16513,0,14
0,0,0,50.529999,0,0,1,1,5.5,7.1799998,.5,1.16513,0,12
0,1,0,40.27,0,0,0,1,9.1999998,9.6800003,.1,1.0935301,0,12
0,1,0,48.049999,0,0,0,1,9.1999998,9.6800003,.1,1.0935301,0,12
0,1,0,53.419998,0,0,0,1,9.1999998,9.6800003,.1,1.0935301,0,16
0,1,0,55.349998,0,0,1,1,9.1999998,9.6800003,.1,1.0935301,0,15
1,1,0,46.389999,0,0,0,1,9.1999998,9.6800003,.1,1.0935301,1,12
1,1,0,42.740002,0,0,0,1,9.1999998,9.6800003,.1,1.0935301,0,12
1,1,0,55.799999,0,1,1,1,9.1999998,9.6800003,.1,1.0935301,1,13
1,1,0,47.419998,0,0,1,0,8.5,7.3299999,1,.65588999,0,16
0,1,0,57.959999,1,0,1,0,8.5,7.3299999,1,.65588999,1,17
1,0,0,59.419998,0,0,1,0,8.5,7.3299999,1,.65588999,1,14
0,0,0,53.540001,0,0,1,0,8.5,7.3299999,1,.65588999,1,12
0,0,1,52.639999,0,0,1,0,8.5,7.3299999,1,.65588999,0,15
1,1,0,42.73,0,0,1,0,8.5,7.3299999,1,.65588999,0,12
0,0,0,56.200001,0,0,1,0,8.5,7.3299999,1,.65588999,1,18
1,1,0,49.970001,0,1,1,0,8.5,7.3299999,1,.65588999,0,16
1,0,0,49.060001,0,0,1,0,5.5999999,7.54,3,.81871003,0,12
0,0,0,59.259998,0,1,1,0,5.5999999,7.54,3,.81871003,0,12
1,0,0,41.470001,0,0,1,0,5.5999999,7.54,3,.81871003,0,16
0,0,0,58.029999,0,1,1,0,5.5999999,7.54,3,.81871003,1,13
1,1,0,52.540001,0,0,1,0,5.5999999,7.54,3,.81871003,0,14
0,0,0,66.349998,0,0,1,0,5.5999999,7.54,3,.81871003,0,15
0,0,0,48.57,0,0,1,0,5.5999999,7.54,3,.81871003,0,13
1,1,0,51.68,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,0,15
1,1,0,52.959999,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,0,15
0,1,0,40.060001,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,1,15
1,0,0,42.75,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,1,12
0,1,0,58.5,1,1,1,1,4.5999999,7.1799998,.69999999,1.16513,0,14
1,1,0,46.310001,1,0,0,1,4.5999999,7.1799998,.69999999,1.16513,1,12
1,1,0,44.02,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,0,13
0,1,0,46.849998,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,0,14
1,1,0,45.07,0,0,1,1,4.5999999,7.1799998,.69999999,1.16513,0,14
1,1,0,58.709999,0,0,1,0,7.1999998,10.15,1.7,.43417999,0,14
0,0,0,66.449997,1,0,0,0,7.1999998,10.15,1.7,.43417999,0,13
1,0,0,47.150002,0,0,1,0,7.1999998,10.15,1.7,.43417999,0,12
0,0,0,52.790001,1,0,1,0,4,7.54,2,.81871003,0,14
1,1,0,31.6,0,0,0,0,4,7.54,2,.81871003,0,12
0,1,0,41.990002,0,0,1,0,4,7.54,2,.81871003,0,12
1,0,0,39.970001,0,0,0,0,4,7.54,2,.81871003,0,15
0,0,0,39.98,0,0,1,0,4,7.54,2,.81871003,0,13
0,0,0,46.099998,0,1,1,0,4,7.54,2,.81871003,1,12
0,0,0,66.589996,0,1,1,0,4,7.54,2,.81871003,0,15
1,1,0,38.349998,0,0,1,1,6.6999998,7.3499999,1,.75172997,1,16
0,1,0,32.34,0,0,0,1,6.6999998,7.3499999,1,.75172997,0,12
0,1,0,38.650002,0,0,1,1,6.6999998,7.3499999,1,.75172997,0,12
0,1,0,50.349998,0,0,0,1,6.6999998,7.3499999,1,.75172997,0,12
1,1,0,37.349998,0,0,1,1,6.6999998,7.3499999,1,.75172997,0,12
1,1,0,36.169998,0,1,1,1,6.6999998,7.3499999,1,.75172997,0,15
0,1,0,43.740002,0,0,1,1,6.6999998,7.3499999,1,.75172997,1,12
0,0,0,44.580002,0,0,1,1,6.6999998,7.3499999,1,.75172997,0,12
1,1,0,37.990002,1,1,1,1,6.6999998,7.3499999,1,.75172997,0,13
1,0,0,51.790001,0,0,1,1,6.6999998,7.3499999,1,.75172997,0,14
0,1,0,46.349998,0,0,1,1,6.6999998,7.3499999,1,.75172997,0,14
1,1,0,40.77,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,0,12
0,0,0,38.970001,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,0,12
1,0,0,50.830002,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,1,12
1,1,0,39.630001,0,0,0,0,5.9000001,7.3499999,3.8,.75172997,0,12
1,0,0,48.259998,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,0,12
0,0,1,34.68,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,0,12
1,0,0,40.77,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,1,17
0,1,0,50.450001,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,0,15
1,1,0,38.75,0,0,1,0,5.9000001,7.3499999,3.8,.75172997,0,12
1,1,0,31.68,0,0,1,1,9.1999998,9.6800003,1,1.0935301,0,12
1,1,0,39.040001,0,0,0,1,9.1999998,9.6800003,1,1.0935301,0,13
0,0,0,46.07,0,0,1,0,10.8,9.6800003,1,1.0935301,0,12
0,0,0,40.889999,1,0,0,0,10.8,9.6800003,1,1.0935301,0,12
0,0,0,59.599998,0,0,1,0,10.8,9.6800003,1,1.0935301,0,14
0,0,0,43.470001,0,0,1,0,10.8,9.6800003,1,1.0935301,1,15
0,0,0,55.5,0,0,1,0,10.8,9.6800003,1,1.0935301,0,14
1,0,0,37.09,0,0,1,0,10.8,9.6800003,1,1.0935301,0,12
1,0,0,59.48,0,0,1,0,10.8,9.6800003,1,1.0935301,0,13
1,0,0,35.400002,0,0,1,0,10.8,9.6800003,1,1.0935301,0,12
1,1,0,39.549999,0,0,1,0,4,7.3299999,.40000001,.65588999,0,16
0,0,0,66.18,1,0,1,0,4,7.3299999,.40000001,.65588999,0,17
1,1,0,39.619999,0,0,0,0,4,7.3299999,.40000001,.65588999,0,12
1,1,0,37.240002,0,0,1,0,4,7.3299999,.40000001,.65588999,0,12
0,1,0,51.25,0,1,1,0,4,7.3299999,.40000001,.65588999,1,18
1,1,0,35.77,0,0,0,0,4,7.3299999,.40000001,.65588999,0,16
0,0,0,46.77,1,1,1,1,9.3000002,10.15,.1,.43417999,1,13
1,0,0,54.860001,0,0,1,1,9.3000002,10.15,.1,.43417999,0,16
0,0,0,52.34,0,0,1,1,9.3000002,10.15,.1,.43417999,0,12
1,0,0,40.400002,0,0,1,1,9.3000002,10.15,.1,.43417999,0,12
1,0,0,56.5,1,0,1,1,9.3000002,10.15,.1,.43417999,0,17
0,0,0,45.23,0,0,1,1,9.3000002,10.15,.1,.43417999,1,14
0,0,0,53.02,1,0,0,1,9.3000002,10.15,.1,.43417999,0,13
1,0,0,60.759998,0,1,1,1,9.3000002,10.15,.1,.43417999,1,16
1,0,0,39.029999,0,0,1,0,8.8000002,9.6800003,1,1.0935301,0,12
0,0,0,62.200001,0,0,1,0,8.8000002,9.6800003,1,1.0935301,0,14
0,0,1,39.830002,0,1,1,0,8.8000002,9.6800003,1,1.0935301,1,12
1,0,0,46,0,0,1,0,8.8000002,9.6800003,1,1.0935301,0,12
0,1,0,37.68,0,0,1,0,5.0999999,7.3499999,1,.75172997,0,12
1,1,0,42.110001,0,0,1,0,5.0999999,7.3499999,1,.75172997,0,12
0,0,0,56.77,0,0,1,0,5.0999999,7.3499999,1,.75172997,0,15
1,1,0,36.939999,1,1,1,0,5.0999999,7.3499999,1,.75172997,0,14
1,1,0,55.080002,0,0,0,1,5,7.54,1.4,.81871003,0,14
0,1,0,52.490002,1,0,1,1,5,7.54,1.4,.81871003,1,17
1,0,0,42.889999,0,1,1,1,5,7.54,1.4,.81871003,0,16
0,1,0,39.560001,0,0,0,1,5,7.54,1.4,.81871003,0,12
1,0,0,52.830002,0,0,1,1,5,7.54,1.4,.81871003,1,14
1,1,0,41.310001,0,0,0,1,6.6999998,7.3499999,.5,.75172997,0,13
0,1,0,43.599998,0,0,0,1,6.6999998,7.3499999,.5,.75172997,0,14
1,1,0,39.389999,0,0,0,1,6.6999998,7.3499999,.5,.75172997,0,12
1,1,0,36.23,0,0,0,1,6.6999998,7.3499999,.5,.75172997,0,12
1,1,0,34.02,0,0,1,1,6.6999998,7.3499999,.5,.75172997,0,12
1,1,0,39.900002,0,0,1,1,6.6999998,7.3499999,.5,.75172997,0,16
1,1,0,58.880001,0,0,0,1,6.6999998,7.3499999,.5,.75172997,0,16
0,1,0,38.27,0,0,1,1,6.6999998,7.3499999,.5,.75172997,0,12
0,0,1,37.220001,0,0,1,1,6.6999998,7.3499999,.5,.75172997,0,14
1,1,0,42.439999,0,0,0,1,6.6999998,7.3499999,.5,.75172997,0,13
0,0,0,59.860001,0,0,1,0,5.5999999,7.3299999,1.5,.65588999,0,12
0,1,0,37.91,0,0,0,0,5.5999999,7.3299999,1.5,.65588999,0,12
1,0,0,48.650002,0,0,1,0,4,7.54,2,.81871003,1,13
0,0,0,54.290001,0,0,1,0,4,7.54,2,.81871003,0,16
0,0,0,48.189999,0,0,1,0,4,7.54,2,.81871003,0,14
1,0,0,59.529999,1,0,1,0,4,7.54,2,.81871003,1,16
1,0,0,52.509998,1,1,0,0,4,7.54,2,.81871003,0,14
0,0,0,51.290001,1,1,1,0,4,7.54,2,.81871003,0,16
0,0,0,62.040001,1,1,1,1,5.5,7.1799998,.80000001,1.16513,1,16
1,0,0,41.060001,0,0,0,1,5.5,7.1799998,.80000001,1.16513,0,12
0,0,0,45.259998,0,0,0,1,5.5,7.1799998,.80000001,1.16513,0,12
1,0,0,68.809998,1,1,1,1,5.5,7.1799998,.80000001,1.16513,0,16
1,0,0,60.139999,1,1,1,1,5.5,7.1799998,.80000001,1.16513,1,16
0,0,1,41.220001,0,0,0,1,5.5,7.1799998,.80000001,1.16513,0,12
0,0,0,51.02,0,0,1,1,5.5,7.1799998,.80000001,1.16513,0,12
1,1,0,45.380001,0,0,1,1,5.5,7.1799998,.80000001,1.16513,0,16
0,0,0,33.07,0,0,1,0,11.9,10.15,7,.43417999,0,12
1,0,0,47.970001,0,0,1,0,11.9,10.15,7,.43417999,0,13
0,0,0,44.560001,0,0,1,0,11.9,10.15,7,.43417999,0,12
1,0,0,33.84,0,0,1,0,11.9,10.15,7,.43417999,0,12
0,0,0,47.950001,0,0,1,0,11.9,10.15,7,.43417999,0,12
1,1,0,41.130001,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,1,12
0,0,0,53.490002,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,0,12
0,0,0,58.970001,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,1,15
1,1,0,41.849998,0,0,0,0,4.0999999,7.3299999,.30000001,.65588999,0,12
1,0,1,38.16,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,0,12
1,0,0,54.77,1,1,1,0,4.0999999,7.3299999,.30000001,.65588999,1,18
1,0,0,65.860001,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,0,15
1,0,0,49.990002,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,0,12
1,0,0,62.68,0,0,1,0,4.0999999,7.3299999,.30000001,.65588999,1,16
1,0,0,50.779999,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,16
1,1,0,36.290001,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,14
1,1,0,52.75,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,16
1,1,0,47.75,0,0,0,0,5.5,7.3499999,2.5,.75172997,0,16
1,1,0,49.189999,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,12
0,1,0,35.150002,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,15
1,1,0,41.220001,0,0,0,0,5.5,7.3499999,2.5,.75172997,0,12
0,0,0,44.990002,0,0,1,0,5.5,7.3499999,2.5,.75172997,1,12
0,1,0,36.919998,0,0,0,0,5.5,7.3499999,2.5,.75172997,0,12
1,1,0,40.529999,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,12
1,1,0,35.98,0,0,0,0,5.5,7.3499999,2.5,.75172997,0,12
0,0,0,59.119999,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,12
0,0,1,37.07,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,12
1,1,0,49.48,0,0,1,0,5.5,7.3499999,2.5,.75172997,0,15
0,0,0,52.009998,1,0,1,0,6.3000002,7.54,4,.81871003,0,16
0,0,1,43.950001,1,0,0,0,6.3000002,7.54,4,.81871003,1,13
0,0,0,49.830002,1,0,1,0,6.3000002,7.54,4,.81871003,1,16
0,0,0,55.279999,0,0,0,0,6.3000002,7.54,4,.81871003,0,14
0,0,0,48.990002,0,0,1,0,6.3000002,7.54,4,.81871003,0,12
0,0,0,47.98,0,0,1,0,6.5,7.3299999,3.5,.65588999,0,12
0,0,0,44.66,0,1,1,0,6.5,7.3299999,3.5,.65588999,0,12
0,0,1,46.279999,0,0,1,0,6.5,7.3299999,3.5,.65588999,0,13
1,0,0,45.799999,1,0,1,0,6.4000001,7.54,5,.81871003,1,13
1,0,0,43.419998,0,0,1,0,9.1999998,7.3299999,.80000001,.65588999,0,16
1,0,0,56.099998,0,0,1,0,9.1999998,7.3299999,.80000001,.65588999,0,14
1,0,0,46.18,0,0,0,0,9.1999998,7.3299999,.80000001,.65588999,0,12
1,1,0,48.59,0,0,1,0,9.1999998,7.3299999,.80000001,.65588999,0,12
0,0,0,69.379997,1,1,1,0,9.1999998,7.3299999,.80000001,.65588999,1,17
0,1,0,37.610001,0,0,1,0,9.1999998,7.3299999,.80000001,.65588999,0,13
0,0,0,64.540001,1,0,1,0,9.1999998,7.3299999,.80000001,.65588999,1,16
1,1,0,43.939999,0,0,1,0,6.3000002,7.3299999,2.5,.65588999,0,14
1,0,0,62.509998,0,0,0,0,6.3000002,7.3299999,2.5,.65588999,0,13
1,1,0,49.84,0,0,1,0,6.3000002,7.3299999,2.5,.65588999,0,12
1,0,0,49.740002,0,0,1,0,6.3000002,7.3299999,2.5,.65588999,0,16
1,1,0,40.419998,0,0,1,0,6.3000002,7.3299999,2.5,.65588999,0,13
0,0,0,57.91,0,0,0,0,4.6999998,7.54,.69999999,.81871003,0,13
1,0,0,44.029999,0,1,1,0,4.6999998,7.54,.69999999,.81871003,0,13
0,0,0,47.799999,0,0,1,0,4.6999998,7.54,.69999999,.81871003,0,12
1,0,0,61.610001,1,0,1,0,4.6999998,7.54,.69999999,.81871003,1,18
1,0,0,44.669998,0,0,1,0,4.6999998,7.54,.69999999,.81871003,1,12
1,0,0,65.050003,1,0,0,0,4.6999998,7.54,.69999999,.81871003,0,16
0,0,0,51.919998,1,0,1,0,4.6999998,7.54,.69999999,.81871003,1,13
1,0,0,55.529999,0,0,0,0,4.6999998,7.54,.69999999,.81871003,0,12
1,0,0,60.93,1,0,1,0,4.6999998,7.54,.69999999,.81871003,0,12
1,1,0,43.540001,0,0,1,0,5.8000002,7.1799998,.5,1.16513,0,14
1,1,0,37.169998,0,0,1,0,5.8000002,7.1799998,.5,1.16513,0,12
1,0,0,45.400002,1,0,1,0,5.8000002,7.1799998,.5,1.16513,1,12
1,0,0,41.799999,0,0,0,0,5.8000002,7.1799998,.5,1.16513,0,13
1,1,0,40.130001,0,0,1,0,5.8000002,7.1799998,.5,1.16513,1,12
1,0,0,51.98,0,0,1,0,5.8000002,7.1799998,.5,1.16513,1,12
0,0,0,51.990002,1,0,0,0,5.8000002,7.1799998,.5,1.16513,0,12
1,0,0,52.259998,0,0,1,0,5.8000002,7.1799998,.5,1.16513,0,16
0,0,1,49.880001,1,0,1,0,5.8000002,7.1799998,.5,1.16513,0,16
0,1,0,41.869999,0,0,1,0,6.4000001,7.3499999,.40000001,.75172997,0,13
1,1,0,38.43,0,0,0,0,6.4000001,7.3499999,.40000001,.75172997,0,12
0,1,0,37.91,0,0,1,0,6.4000001,7.3499999,.40000001,.75172997,0,12
0,1,0,54.310001,0,0,1,0,6.4000001,7.3499999,.40000001,.75172997,0,14
0,1,0,36.23,0,0,1,0,6.4000001,7.3499999,.40000001,.75172997,0,12
0,1,0,61.369999,0,0,1,1,5.5999999,7.3299999,.30000001,.65588999,0,14
1,1,0,42.349998,0,0,0,1,5.5999999,7.3299999,.30000001,.65588999,0,12
1,1,0,51.720001,0,0,1,1,5.5999999,7.3299999,.30000001,.65588999,0,15
0,0,0,42.349998,1,0,1,1,5.5999999,7.3299999,.30000001,.65588999,0,15
0,0,0,46.130001,0,0,1,1,5.5999999,7.3299999,.30000001,.65588999,0,13
0,0,0,57.099998,0,0,0,1,5.5999999,7.3299999,.30000001,.65588999,0,14
0,0,0,45.900002,0,0,0,1,5.5999999,7.3299999,.30000001,.65588999,0,12
1,0,0,54.369999,1,1,1,1,5.5999999,7.3299999,.30000001,.65588999,1,16
1,1,0,39.889999,0,0,0,1,5.5999999,7.3299999,.30000001,.65588999,0,12
1,0,0,47.759998,0,0,1,1,5.5999999,7.3299999,.30000001,.65588999,0,16
1,1,0,50.009998,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,12
0,1,0,44.169998,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,12
0,0,1,54.5,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,12
1,0,0,63.09,1,0,1,1,5.6999998,7.1799998,.30000001,1.16513,1,15
0,0,0,60.860001,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,16
0,0,0,56.509998,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,1,16
0,0,0,52.73,1,1,1,1,5.6999998,7.1799998,.30000001,1.16513,0,16
1,1,0,46.279999,0,0,0,1,5.6999998,7.1799998,.30000001,1.16513,0,14
1,0,0,54.209999,0,0,0,1,5.6999998,7.1799998,.30000001,1.16513,1,16
1,0,0,65.949997,1,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,16
1,1,0,40.779999,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,12
1,1,0,64.690002,0,0,1,1,5.6999998,7.1799998,.30000001,1.16513,0,17
0,1,0,47.450001,0,0,0,1,5.6999998,7.1799998,.30000001,1.16513,0,13
0,0,1,39.900002,0,0,1,1,4.5999999,7.3299999,.5,.65588999,0,14
1,0,0,50.84,0,1,1,1,4.5999999,7.3299999,.5,.65588999,0,16
1,0,0,62.860001,0,0,1,1,4.5999999,7.3299999,.5,.65588999,1,15
1,0,0,56.849998,0,0,0,1,4.5999999,7.3299999,.5,.65588999,0,16
1,0,0,44.939999,0,0,1,1,4.5999999,7.3299999,.5,.65588999,0,13
0,0,0,34.290001,0,0,0,1,4.5999999,7.3299999,.5,.65588999,0,12
0,1,0,37.139999,0,0,1,1,4.5999999,7.3299999,.5,.65588999,1,12
0,1,0,36.240002,0,0,1,1,4.5999999,7.3299999,.5,.65588999,0,12
1,0,0,48.950001,0,0,1,1,4.5999999,7.3299999,.5,.65588999,0,16
0,0,0,63.970001,1,1,1,1,4.5999999,7.3299999,.5,.65588999,1,17
0,0,0,59.450001,0,0,0,1,4.5999999,7.3299999,.5,.65588999,0,12
1,1,0,39.02,1,0,1,1,4.5999999,7.3299999,.5,.65588999,1,14
