ahe,year,bachelor,female,age,age_bachelor
28.84615,2008,0,1,28,0
17.15177,2008,0,1,28,0
16.28959,2008,1,0,25,25
17.54011,2008,1,1,26,26
10.57692,2008,1,1,26,26
14.03326,2008,1,1,25,25
26.15385,2008,0,1,31,0
17.33775,2008,0,0,33,0
10.78431,2008,0,0,25,0
13.46154,2008,1,0,33,33
19.23077,2008,0,0,30,0
16.02564,2008,0,0,32,0
16.82692,2008,0,0,33,0
12.01923,2008,0,0,25,0
12.08791,2008,0,1,25,0
15.38461,2008,1,1,25,25
14.90385,2008,0,0,26,0
76.92308,2008,1,0,34,34
31.25,2008,1,0,33,33
16.99463,2008,1,0,26,26
27.88461,2008,0,0,27,0
29.03846,2008,1,0,27,27
9.615385,2008,1,1,34,34
31.46853,2008,1,0,34,34
5.769231,2008,0,0,27,0
18.29268,2008,1,1,26,26
13.46154,2008,1,1,28,28
16.82692,2008,1,0,32,32
25.48077,2008,0,0,33,0
17.58242,2008,1,1,32,32
17.78846,2008,1,1,27,27
4.807693,2008,0,1,29,0
36.05769,2008,0,0,34,0
12.01923,2008,1,1,32,32
12.01923,2008,0,0,30,0
14.42308,2008,0,1,34,0
8.01282,2008,0,1,34,0
17.30769,2008,0,0,28,0
17.30769,2008,0,0,30,0
9.89011,2008,0,1,29,0
12.98077,2008,1,1,30,30
26.44231,2008,1,0,33,33
24.78633,2008,1,0,27,27
27.88461,2008,1,0,27,27
36.05769,2008,1,0,33,33
13.46154,2008,1,1,32,32
13.7,2008,0,0,25,0
27.88461,2008,0,1,30,0
16.82692,2008,0,1,29,0
10.24039,2008,1,1,26,26
18,2008,0,0,30,0
28.84615,2008,1,0,31,31
12.5,2008,1,0,26,26
12.5,2008,0,0,34,0
18.26923,2008,1,1,25,25
11.11111,2008,1,1,27,27
10.09615,2008,0,1,27,0
27.98583,2008,1,1,34,34
19.23077,2008,1,1,28,28
13.46154,2008,1,0,34,34
12.01923,2008,0,0,29,0
24.03846,2008,0,0,31,0
44.59135,2008,1,1,30,30
17.14286,2008,0,0,29,0
12.14575,2008,0,0,30,0
23.21795,2008,1,1,31,31
17.98077,2008,1,0,30,30
17.06731,2008,1,1,25,25
40.86538,2008,1,1,32,32
9.134615,2008,0,0,26,0
28.84615,2008,1,0,31,31
24.03846,2008,1,1,26,26
9.615385,2008,1,0,27,27
33.65385,2008,1,0,31,31
31.25,2008,1,1,27,27
13.3547,2008,0,0,34,0
5.769231,2008,0,0,28,0
9.340659,2008,0,1,34,0
23.07692,2008,1,0,33,33
24.03846,2008,1,1,27,27
9.567307,2008,0,1,30,0
27.88461,2008,1,0,31,31
38.46154,2008,1,0,30,30
18.75,2008,0,1,29,0
5.769231,2008,0,1,33,0
19.23077,2008,1,1,29,29
15.86539,2008,0,0,26,0
18.02885,2008,1,0,28,28
20.83333,2008,1,0,28,28
14.83517,2008,0,0,33,0
15.86539,2008,1,1,27,27
24.03846,2008,1,1,33,33
14.95726,2008,0,0,29,0
12.01923,2008,0,0,28,0
12.98077,2008,1,1,27,27
40.86538,2008,1,1,31,31
5.769231,2008,0,1,25,0
48.07692,2008,0,1,31,0
9.615385,2008,0,0,28,0
8.620689,2008,0,1,28,0
15.30481,2008,0,0,32,0
22.5,2008,0,0,28,0
26.7094,2008,1,1,31,31
13.18791,2008,0,1,34,0
7.211538,2008,0,0,30,0
36.53846,2008,1,0,32,32
4.807693,2008,0,0,34,0
6.009615,2008,0,1,26,0
31.25,2008,1,1,33,33
7.692307,2008,0,1,30,0
9,2008,0,1,34,0
21.63461,2008,1,0,30,30
22.11539,2008,1,1,32,32
26.44231,2008,1,0,31,31
24.03846,2008,0,0,33,0
24.03846,2008,0,1,34,0
11.77885,2008,0,1,32,0
10.57692,2008,0,0,27,0
11.53885,2008,0,0,25,0
12.5,2008,0,0,32,0
19.71154,2008,1,0,25,25
24.51923,2008,1,1,26,26
31.25096,2008,1,0,26,26
9.134615,2008,0,1,25,0
17.98077,2008,1,0,33,33
8.316009,2008,0,1,26,0
18.02885,2008,0,0,26,0
18.02885,2008,0,0,26,0
7.644231,2008,0,0,33,0
5.769231,2008,0,1,28,0
16.15385,2008,0,0,33,0
25.10684,2008,1,0,29,29
30.41145,2008,1,1,34,34
15,2008,0,0,26,0
9.134615,2008,0,1,25,0
26.62722,2008,1,0,30,30
24.03846,2008,1,1,28,28
34.61538,2008,1,0,29,29
27.88461,2008,1,0,32,32
14.42308,2008,0,0,26,0
11.6,2008,0,0,27,0
17.1875,2008,1,1,34,34
23.07692,2008,1,0,32,32
16.02564,2008,1,0,30,30
9.615385,2008,1,1,26,26
6.730769,2008,0,0,32,0
12.5,2008,1,1,28,28
12.5,2008,0,1,25,0
19.23077,2008,0,0,28,0
8.653846,2008,0,0,28,0
16.97981,2008,1,1,28,28
17.78846,2008,1,1,26,26
28.84615,2008,0,0,31,0
19.23077,2008,0,0,33,0
7.591093,2008,0,1,33,0
12.98077,2008,1,1,25,25
12.98077,2008,1,1,30,30
29.80769,2008,0,1,34,0
23.07692,2008,0,0,33,0
15.7024,2008,0,1,26,0
21.97802,2008,0,0,26,0
33.17308,2008,1,0,29,29
9,2008,0,0,33,0
16.82692,2008,0,0,30,0
35.25641,2008,0,0,30,0
28.84615,2008,1,0,30,30
13.46154,2008,0,1,30,0
12.5,2008,1,0,31,31
17.85714,2008,0,0,26,0
17.94872,2008,0,0,27,0
11.53846,2008,0,0,32,0
12.01923,2008,1,1,32,32
12.82051,2008,0,1,27,0
12.5,2008,1,1,26,26
33.65385,2008,1,1,30,30
45.67308,2008,1,0,27,27
21.63461,2008,0,0,26,0
39.71154,2008,0,0,33,0
29.05983,2008,1,0,28,28
7.478632,2008,0,1,30,0
11.77083,2008,0,0,29,0
10.09615,2008,0,1,28,0
12.01923,2008,0,1,29,0
18.75,2008,1,1,34,34
40.59829,2008,0,0,33,0
20.32967,2008,1,1,34,34
14.42308,2008,0,1,33,0
8.653846,2008,0,1,34,0
13.33333,2008,1,0,27,27
16.82692,2008,1,1,33,33
11.05769,2008,0,1,33,0
14.42308,2008,0,1,33,0
22.59615,2008,0,0,32,0
16.23932,2008,0,0,26,0
14.52991,2008,1,0,25,25
11.53846,2008,0,1,29,0
20.19231,2008,1,1,29,29
9.226191,2008,0,0,34,0
23.50427,2008,1,1,34,34
19.23077,2008,0,0,30,0
28.84615,2008,1,0,29,29
16.82692,2008,0,0,30,0
14.42308,2008,0,1,28,0
26.49573,2008,0,0,30,0
17.52137,2008,1,0,30,30
23.41346,2008,1,1,33,33
28.84615,2008,0,0,33,0
14.42308,2008,1,1,32,32
6.25,2008,0,0,28,0
12.01923,2008,0,1,29,0
13.94231,2008,0,0,26,0
10.09615,2008,1,1,27,27
13.88889,2008,0,1,31,0
10.43956,2008,0,0,28,0
16.82692,2008,1,1,28,28
11.53846,2008,0,0,26,0
22.36136,2008,0,0,28,0
10.57692,2008,0,0,28,0
17.30769,2008,0,0,27,0
14.42308,2008,0,1,26,0
14.42308,2008,1,1,27,27
26.44231,2008,1,0,34,34
15.65934,2008,1,1,32,32
15.38461,2008,1,1,28,28
9.615385,2008,0,1,34,0
12.01923,2008,0,0,25,0
15.38461,2008,1,0,32,32
13.84615,2008,1,0,26,26
13.98601,2008,0,0,30,0
11.07692,2008,1,0,26,26
26.14379,2008,1,1,25,25
25.64103,2008,1,0,25,25
18.26923,2008,1,1,32,32
24.03846,2008,1,0,25,25
11.53846,2008,0,0,26,0
16.38461,2008,0,0,26,0
16.22596,2008,1,0,25,25
25.48077,2008,1,0,25,25
18.26923,2008,0,1,25,0
32.05128,2008,1,1,33,33
29.76191,2008,1,0,31,31
26.92308,2008,1,0,33,33
22.22222,2008,1,1,32,32
8.760684,2008,0,0,30,0
15.38461,2008,1,0,29,29
14.52991,2008,1,1,30,30
13.84615,2008,0,0,34,0
15.38461,2008,0,0,28,0
15.65295,2008,0,0,33,0
13.22115,2008,0,0,29,0
13.84615,2008,0,0,31,0
11.22449,2008,0,1,31,0
18.26923,2008,1,1,34,34
8.241758,2008,0,1,27,0
15.14423,2008,0,1,26,0
7.72028,2008,0,0,32,0
18.26923,2008,1,1,27,27
12.65182,2008,1,1,32,32
18.21862,2008,0,0,32,0
16.34615,2008,1,0,33,33
22.59615,2008,1,1,34,34
16.02564,2008,1,0,30,30
23.07692,2008,1,0,30,30
23.07692,2008,1,1,28,28
12.01923,2008,1,1,25,25
23.50427,2008,1,0,28,28
34.18803,2008,1,0,28,28
26.22378,2008,1,0,25,25
35.04274,2008,0,0,30,0
16.82692,2008,1,0,26,26
33.89423,2008,1,0,26,26
17.30769,2008,0,0,34,0
21.63461,2008,0,0,27,0
7.371795,2008,0,0,30,0
41.66667,2008,1,0,32,32
12.98077,2008,0,1,28,0
4.567307,2008,0,0,29,0
24.03846,2008,0,0,28,0
20.38461,2008,1,1,31,31
42.3951,2008,1,0,31,31
14.90385,2008,1,1,32,32
15.38461,2008,0,0,27,0
10.76923,2008,1,1,28,28
9.134615,2008,0,0,28,0
14.42308,2008,0,0,25,0
20.97902,2008,1,0,31,31
15.38461,2008,1,1,27,27
13.46154,2008,1,0,30,30
15,2008,1,1,29,29
7.692307,2008,1,1,26,26
14.42308,2008,0,0,27,0
11.53846,2008,0,1,25,0
21.92308,2008,1,0,32,32
32.69231,2008,1,1,32,32
42.30769,2008,1,0,34,34
16.58654,2008,1,1,31,31
12.5,2008,0,1,33,0
14.42356,2008,0,0,33,0
22.11539,2008,0,1,31,0
19.69711,2008,1,1,28,28
16.2245,2008,0,0,33,0
4.00641,2008,0,0,31,0
11.53846,2008,0,1,32,0
7.142857,2008,0,0,31,0
12.50096,2008,0,0,26,0
12.01923,2008,0,1,33,0
19.23077,2008,1,1,33,33
45.67308,2008,1,0,34,34
11.97917,2008,0,0,32,0
8.173077,2008,0,1,25,0
15.625,2008,0,0,29,0
24.03846,2008,1,1,33,33
16.02564,2008,1,0,33,33
16.82692,2008,1,1,28,28
13.98601,2008,0,0,31,0
12.82051,2008,0,1,33,0
15.38461,2008,0,1,26,0
16.34615,2008,0,1,32,0
11.94332,2008,0,1,25,0
26.44231,2008,1,0,29,29
11.53846,2008,0,1,28,0
15.38461,2008,1,1,31,31
26.22378,2008,0,0,29,0
8.241758,2008,0,1,26,0
24.03846,2008,1,0,32,32
21.67832,2008,1,0,31,31
14.61539,2008,1,0,29,29
16.66667,2008,0,0,26,0
14.42308,2008,0,0,29,0
20.67308,2008,0,1,34,0
34.96503,2008,0,0,30,0
15.86539,2008,0,1,27,0
6.666667,2008,0,0,32,0
21.63461,2008,0,0,31,0
33.56643,2008,1,1,34,34
4.00641,2008,1,1,33,33
7.5,2008,0,1,25,0
7.5,2008,0,0,31,0
22.22222,2008,1,1,30,30
16.82692,2008,0,0,28,0
11.53846,2008,0,1,33,0
12.7451,2008,0,0,26,0
41.02564,2008,0,0,25,0
11.05769,2008,0,1,32,0
9.615385,2008,0,0,34,0
9.615385,2008,1,1,33,33
16.82692,2008,1,1,31,31
34.23077,2008,1,0,33,33
11.53846,2008,0,0,34,0
2.747253,2008,0,1,30,0
19.23077,2008,0,0,27,0
8.603239,2008,0,0,31,0
8.861539,2008,0,1,27,0
21.15385,2008,0,0,29,0
8.241758,2008,0,1,30,0
17.09402,2008,0,0,29,0
11.53942,2008,0,0,29,0
8.547009,2008,0,0,28,0
3.846154,2008,0,1,25,0
15,2008,0,0,32,0
20.19231,2008,1,0,33,33
26.20192,2008,1,1,33,33
19.96319,2008,1,0,30,30
3.846154,2008,1,1,26,26
4.807693,2008,1,0,27,27
6.927083,2008,0,1,28,0
9.575417,2008,1,0,34,34
11.05769,2008,0,0,27,0
17.78846,2008,0,0,25,0
14.42308,2008,1,0,26,26
16.82692,2008,1,1,27,27
6.609231,2008,0,1,29,0
12.82051,2008,1,0,26,26
10.09471,2008,1,0,27,27
11.53846,2008,0,1,26,0
9.615385,2008,0,1,26,0
18.26923,2008,1,1,28,28
5.769231,2008,0,1,27,0
18.80342,2008,1,1,30,30
18.26923,2008,0,0,33,0
12.98077,2008,1,1,28,28
20.38461,2008,1,0,30,30
4.807693,2008,0,0,34,0
6.372549,2008,1,0,26,26
6.372549,2008,1,0,30,30
29.91453,2008,1,1,34,34
25,2008,1,0,28,28
9.615385,2008,1,1,30,30
25.64103,2008,1,0,32,32
11.53846,2008,0,0,34,0
21.63461,2008,1,1,34,34
10.57692,2008,0,1,28,0
27.88461,2008,0,0,25,0
36.29808,2008,1,0,28,28
23.4375,2008,1,1,34,34
9.585897,2008,1,1,31,31
30.76923,2008,1,0,31,31
46.92308,2008,1,0,32,32
25.48077,2008,0,0,30,0
17.78846,2008,1,1,25,25
10.13986,2008,1,0,25,25
13.46154,2008,1,0,26,26
23.55769,2008,1,0,26,26
24.03846,2008,1,0,25,25
52.88462,2008,1,0,30,30
17.30769,2008,1,1,30,30
19.23077,2008,1,1,33,33
31.25,2008,1,1,33,33
43.26923,2008,1,1,28,28
17.30769,2008,1,1,26,26
19.23077,2008,1,0,34,34
4.807693,2008,0,1,30,0
7.211538,2008,1,1,30,30
34.18803,2008,1,0,28,28
38.46154,2008,1,1,32,32
14.26113,2008,1,0,26,26
29.80769,2008,1,0,28,28
4.615385,2008,0,1,26,0
16.19231,2008,1,1,29,29
26.44231,2008,1,0,30,30
24.61539,2008,1,0,34,34
16.48352,2008,0,1,32,0
15.286,2008,1,0,34,34
13.46154,2008,1,0,26,26
9.615385,2008,1,0,30,30
19.23077,2008,1,0,32,32
21.97802,2008,1,0,33,33
20.67308,2008,1,0,31,31
16.82692,2008,0,0,31,0
21.15385,2008,1,1,28,28
10.28571,2008,1,1,25,25
18.75,2008,1,1,26,26
21.15385,2008,1,1,33,33
12.5,2008,0,1,26,0
21.15385,2008,1,1,27,27
26.49573,2008,1,0,25,25
33.17308,2008,1,1,34,34
26.44231,2008,1,1,32,32
15,2008,1,0,26,26
6.538462,2008,0,1,29,0
15.625,2008,1,0,28,28
13.46154,2008,0,1,28,0
17.66202,2008,1,1,32,32
13.98601,2008,0,0,29,0
18.26923,2008,0,1,29,0
36.77885,2008,1,1,34,34
12.02019,2008,1,0,30,30
20.19231,2008,1,1,26,26
24.03846,2008,1,0,25,25
24.03846,2008,1,1,25,25
10.57692,2008,1,0,25,25
19.23077,2008,1,1,25,25
8.25,2008,0,1,29,0
27.77863,2008,1,0,33,33
9.807693,2008,0,1,29,0
11.05769,2008,0,0,32,0
15.38461,2008,1,1,26,26
17.09402,2008,1,1,28,28
9.090909,2008,0,1,26,0
26.44231,2008,1,1,32,32
40.86538,2008,1,0,30,30
30.67766,2008,1,0,28,28
16.02564,2008,0,0,26,0
15,2008,0,1,29,0
34.61538,2008,1,0,31,31
13.84615,2008,1,1,31,31
25,2008,1,1,26,26
28.20513,2008,1,0,26,26
18.26923,2008,0,1,31,0
19.23077,2008,1,0,31,31
23.07692,2008,1,1,29,29
16.02564,2008,1,0,30,30
14.17004,2008,0,0,25,0
38.46154,2008,1,0,34,34
12.91209,2008,0,1,27,0
37.5,2008,1,0,33,33
13.84615,2008,0,1,32,0
25,2008,1,1,25,25
12.01923,2008,1,0,26,26
16.34615,2008,0,0,31,0
8.653846,2008,0,1,31,0
13.73626,2008,0,0,30,0
7.692307,2008,1,0,30,30
34.61538,2008,1,1,31,31
16.82692,2008,0,1,29,0
19.71154,2008,1,0,31,31
21.15385,2008,0,0,33,0
36.63221,2008,1,0,32,32
13.87788,2008,1,1,26,26
19.23077,2008,1,0,27,27
19.23077,2008,1,0,29,29
19.23077,2008,0,1,34,0
19.71154,2008,1,1,26,26
19.71154,2008,1,1,27,27
21.63461,2008,0,0,33,0
16.82692,2008,1,1,31,31
16.82692,2008,0,1,27,0
15.38461,2008,1,0,34,34
34.61538,2008,1,0,32,32
38.46154,2008,1,1,31,31
45.67308,2008,1,0,33,33
14.42308,2008,1,1,28,28
32.90598,2008,1,0,31,31
19.23077,2008,1,0,34,34
15,2008,0,1,28,0
17.30769,2008,1,1,30,30
21.25506,2008,1,1,30,30
17.88998,2008,0,1,31,0
44.23077,2008,1,0,29,29
15.38461,2008,1,1,31,31
12.82103,2008,0,0,25,0
9.616026,2008,1,1,31,31
25.00192,2008,0,0,25,0
25,2008,1,1,30,30
31.7094,2008,1,0,34,34
40.86538,2008,1,0,30,30
19.23077,2008,1,0,29,29
14.42308,2008,0,1,29,0
30.36437,2008,1,1,28,28
18.26923,2008,0,0,30,0
28.84615,2008,0,0,32,0
12.01923,2008,0,1,34,0
24.03846,2008,0,0,33,0
11.22449,2008,0,0,32,0
19.23077,2008,1,1,29,29
14.42308,2008,0,0,28,0
16.82692,2008,0,0,34,0
23.07692,2008,1,1,31,31
8.653846,2008,0,0,31,0
2.292647,2008,0,0,30,0
28.64583,2008,1,0,33,33
26.44231,2008,1,1,32,32
18.75,2008,0,0,34,0
12.15,2008,0,1,34,0
16.02564,2008,0,0,26,0
13.46154,2008,0,1,26,0
14.42308,2008,0,0,29,0
4.807693,2008,1,1,31,31
13.07692,2008,0,0,29,0
11.05769,2008,0,0,30,0
9.615385,2008,0,1,25,0
14.42308,2008,0,0,25,0
13.46154,2008,0,0,27,0
16.82692,2008,1,1,33,33
19.23077,2008,0,0,33,0
19.23077,2008,1,1,31,31
15.86539,2008,0,0,29,0
8.173077,2008,0,1,29,0
17.30769,2008,0,0,28,0
15.03798,2008,0,0,28,0
9.615385,2008,0,1,34,0
22.5,2008,1,1,32,32
18.75,2008,0,0,31,0
20.94017,2008,0,0,32,0
21.63461,2008,1,1,27,27
14.42308,2008,0,0,32,0
15.86539,2008,1,1,26,26
4.992604,2008,1,0,32,32
33.90673,2008,1,0,30,30
34.18803,2008,1,0,30,30
32.05128,2008,1,0,31,31
43.26923,2008,1,1,29,29
18.59048,2008,0,0,27,0
12.01923,2008,0,1,33,0
36.05769,2008,1,0,34,34
20.98958,2008,0,1,33,0
42.30769,2008,1,0,30,30
34.26574,2008,1,0,31,31
15.86539,2008,1,0,27,27
16.34615,2008,1,1,28,28
26.44231,2008,0,0,33,0
13.46154,2008,0,1,29,0
28.84615,2008,1,1,33,33
9.615385,2008,0,1,33,0
7.211538,2008,0,1,26,0
19.23077,2008,1,1,27,27
26.44231,2008,1,1,25,25
28.84615,2008,1,1,33,33
18.8,2008,0,0,28,0
22.64957,2008,1,0,27,27
16.78322,2008,1,0,27,27
16.10018,2008,1,1,34,34
18.86095,2008,1,0,29,29
14.42308,2008,0,1,30,0
13.94231,2008,0,0,34,0
11.18881,2008,1,1,25,25
16.34615,2008,1,0,26,26
20.67308,2008,1,1,25,25
27.42308,2008,1,1,29,29
19.85577,2008,1,0,30,30
12.98077,2008,0,1,29,0
24.03846,2008,1,0,26,26
17.85714,2008,1,0,27,27
15.81197,2008,1,0,25,25
8.391608,2008,0,0,25,0
11.18881,2008,1,0,25,25
28.84615,2008,1,0,27,27
32.47863,2008,1,0,34,34
12.5,2008,1,0,25,25
9.615385,2008,1,1,25,25
72.11539,2008,1,0,28,28
11.53846,2008,1,1,29,29
25,2008,1,1,32,32
23.07692,2008,0,0,26,0
21.875,2008,1,1,32,32
20.43269,2008,1,0,28,28
16.82692,2008,1,1,25,25
18.02885,2008,0,0,34,0
12.01923,2008,0,1,30,0
22.52747,2008,1,0,33,33
25,2008,0,1,30,0
9.615385,2008,0,0,27,0
3.365385,2008,1,0,26,26
21.24183,2008,0,0,28,0
12.77923,2008,1,0,29,29
43.26923,2008,1,0,34,34
17.78846,2008,1,1,30,30
18.91026,2008,1,0,33,33
31.73077,2008,1,0,34,34
12.01923,2008,0,0,29,0
32.69231,2008,1,0,32,32
14.42308,2008,0,1,26,0
28.21197,2008,1,0,28,28
15.96154,2008,1,0,31,31
12.5,2008,0,1,27,0
26.44231,2008,1,1,29,29
31.73077,2008,0,0,29,0
19.61539,2008,0,0,34,0
11.92308,2008,1,1,30,30
12.98077,2008,1,1,28,28
25,2008,1,0,30,30
13.94231,2008,1,1,25,25
36.05769,2008,0,0,31,0
21.15385,2008,0,0,29,0
22.11539,2008,1,0,30,30
8.5,2008,0,1,34,0
7.019231,2008,0,1,33,0
15.38461,2008,0,0,29,0
17.30769,2008,0,0,25,0
27.97203,2008,1,1,28,28
12.57211,2008,0,0,33,0
21.63461,2008,0,0,26,0
34.61538,2008,0,0,28,0
34.61538,2008,0,0,34,0
19.8718,2008,1,0,32,32
12.01923,2008,1,1,30,30
16.82692,2008,0,0,25,0
16,2008,0,0,34,0
9.89011,2008,0,0,26,0
17.30846,2008,1,0,33,33
21.15481,2008,1,1,29,29
16.92708,2008,1,1,32,32
16.82692,2008,1,1,31,31
12.47401,2008,0,0,30,0
12.69792,2008,0,1,29,0
17.03297,2008,1,1,34,34
12.98077,2008,0,1,28,0
18.80342,2008,0,0,31,0
25,2008,0,0,34,0
16.48352,2008,1,1,31,31
10.98901,2008,0,1,29,0
7.692307,2008,0,1,26,0
15.38461,2008,0,0,32,0
28.84663,2008,0,0,27,0
12.01923,2008,0,0,33,0
6.25,2008,0,0,27,0
17.30769,2008,1,1,28,28
24.03846,2008,1,0,34,34
13.46154,2008,1,1,30,30
15.86539,2008,1,1,31,31
17.30769,2008,0,0,29,0
16.64201,2008,0,0,31,0
11.04423,2008,1,1,32,32
12.01923,2008,0,0,32,0
21.20192,2008,1,1,34,34
16.82692,2008,0,0,27,0
8.894231,2008,0,1,34,0
24.03846,2008,1,0,31,31
9.615385,2008,0,0,26,0
12.82051,2008,0,0,28,0
14.42308,2008,1,1,30,30
19.23077,2008,1,1,33,33
6.610577,2008,1,0,30,30
13.94231,2008,0,0,29,0
22.39583,2008,0,0,28,0
17.77649,2008,1,0,28,28
9.615385,2008,1,1,27,27
15,2008,0,0,25,0
7.692307,2008,0,0,30,0
17.78846,2008,1,1,28,28
11.71875,2008,0,1,25,0
8.653846,2008,0,0,33,0
9.615385,2008,0,1,28,0
5.769231,2008,0,1,30,0
7.5,2008,0,1,30,0
12.01923,2008,0,0,30,0
3.296703,2008,0,1,32,0
16.34615,2008,0,0,26,0
16.82692,2008,1,0,32,32
9.615385,2008,1,1,32,32
6.490385,2008,0,1,30,0
22.83654,2008,1,1,30,30
12.90486,2008,0,0,27,0
8.653846,2008,1,1,29,29
38.33333,2008,1,1,28,28
15.38461,2008,0,1,28,0
25,2008,1,0,30,30
20,2008,1,0,32,32
7.797203,2008,1,1,25,25
9.419152,2008,1,0,30,30
9.178322,2008,0,0,25,0
8.413462,2008,1,0,29,29
29.57265,2008,1,0,33,33
7.692307,2008,1,1,27,27
16.58654,2008,1,1,27,27
28.84615,2008,0,0,29,0
15.38461,2008,0,0,34,0
9.615385,2008,0,0,27,0
14.42308,2008,0,1,29,0
24.51923,2008,0,0,34,0
20.83333,2008,0,0,29,0
5.729167,2008,0,0,34,0
21.63461,2008,0,0,31,0
26.44231,2008,0,0,34,0
6.25,2008,0,1,30,0
12.5,2008,0,1,31,0
18.26923,2008,0,0,34,0
14.95726,2008,1,1,26,26
14.23077,2008,0,0,27,0
10.12146,2008,1,1,27,27
22.59615,2008,1,0,33,33
20.19231,2008,1,1,29,29
25,2008,1,0,26,26
23.79808,2008,1,0,31,31
29.12088,2008,1,0,30,30
36.05769,2008,1,0,34,34
24.2915,2008,1,1,32,32
19.23077,2008,0,0,29,0
30.04808,2008,1,1,34,34
15.86539,2008,0,1,28,0
19.23077,2008,0,0,29,0
15.05017,2008,1,1,34,34
16.82692,2008,0,0,34,0
19.23077,2008,1,1,32,32
9,2008,0,0,30,0
15,2008,0,1,26,0
17.78846,2008,1,1,27,27
12.5,2008,1,1,27,27
18.79371,2008,1,0,30,30
21.49039,2008,0,0,30,0
11.53846,2008,0,1,29,0
27.88461,2008,1,0,30,30
5.769231,2008,0,1,26,0
17.85714,2008,1,1,27,27
21.63461,2008,0,1,30,0
21.63461,2008,0,0,31,0
38.46154,2008,1,0,34,34
12.7551,2008,0,1,32,0
12.7,2008,0,0,31,0
31.25,2008,0,1,31,0
16.88555,2008,1,1,28,28
25,2008,1,0,26,26
11.53846,2008,0,0,32,0
11.53846,2008,1,1,30,30
17,2008,1,0,30,30
34.18803,2008,1,0,31,31
20,2008,1,1,29,29
22.5,2008,1,0,26,26
13.46154,2008,0,1,26,0
24.03846,2008,1,1,27,27
12.82051,2008,0,1,31,0
11.96581,2008,1,1,33,33
5.944056,2008,0,1,33,0
9.615385,2008,0,1,30,0
19.23077,2008,1,1,30,30
18.26923,2008,0,0,33,0
23.50427,2008,1,1,33,33
27.77778,2008,1,0,32,32
31.25,2008,1,1,26,26
14.42308,2008,0,1,30,0
10,2008,1,0,27,27
16.34615,2008,1,1,27,27
23.66864,2008,1,0,30,30
8.835759,2008,0,1,26,0
24.03846,2008,1,0,29,29
22.59615,2008,1,1,32,32
7.211538,2008,0,1,28,0
16.82692,2008,0,0,34,0
11.53846,2008,0,0,29,0
24.03846,2008,1,0,30,30
18.1875,2008,1,0,28,28
13.94231,2008,0,0,28,0
35.41827,2008,1,0,29,29
24.03846,2008,1,0,29,29
24.03846,2008,1,0,28,28
13.46154,2008,0,0,25,0
20.19231,2008,0,0,33,0
11.21795,2008,0,1,25,0
27.88461,2008,1,0,32,32
5.769231,2008,0,0,25,0
18.80342,2008,1,1,25,25
7.417583,2008,0,1,30,0
12.01923,2008,0,1,34,0
9.231539,2008,0,0,27,0
21.63461,2008,0,1,26,0
14.42308,2008,1,0,27,27
21.36752,2008,1,1,26,26
12.7451,2008,0,0,33,0
40.59829,2008,0,0,31,0
19.23077,2008,0,0,25,0
16.34615,2008,1,1,28,28
8.365385,2008,0,0,28,0
13.94231,2008,0,1,25,0
24.03846,2008,0,0,27,0
12.01923,2008,1,1,30,30
35.67308,2008,1,0,33,33
9.615385,2008,0,0,29,0
19.23077,2008,0,0,28,0
29.48718,2008,1,0,31,31
16.02564,2008,0,1,31,0
6.25,2008,0,1,25,0
16.34615,2008,1,1,27,27
10.89744,2008,1,0,30,30
12.98077,2008,1,1,31,31
13.75,2008,1,1,30,30
15,2008,1,0,30,30
8.173077,2008,0,0,32,0
20.67308,2008,0,0,33,0
4.1625,2008,0,0,25,0
12.74039,2008,0,1,33,0
16.45299,2008,0,0,30,0
7.211538,2008,0,0,28,0
13.73626,2008,1,1,30,30
7.692307,2008,0,1,25,0
10.16483,2008,0,0,28,0
36.05769,2008,1,0,31,31
9.615385,2008,0,0,33,0
28.84615,2008,1,0,33,33
22.80859,2008,1,1,32,32
20.19231,2008,1,0,25,25
24.78633,2008,1,0,32,32
22.30769,2008,1,0,26,26
10.76923,2008,1,1,27,27
12.5,2008,1,0,26,26
24.27885,2008,0,0,26,0
14.42308,2008,1,1,27,27
12.98077,2008,1,1,25,25
13.46154,2008,1,0,27,27
16.34615,2008,1,1,30,30
18.62745,2008,0,0,30,0
14.63675,2008,1,1,25,25
13.14286,2008,0,0,34,0
16.20879,2008,0,1,31,0
9.895833,2008,1,0,27,27
10.09615,2008,0,1,28,0
19.23077,2008,1,0,29,29
12.52236,2008,1,1,28,28
21.68576,2008,1,0,30,30
42.73504,2008,1,1,27,27
21.63461,2008,1,0,27,27
11.62791,2008,0,0,32,0
16.02564,2008,1,0,25,25
25.28846,2008,1,1,31,31
13.22115,2008,1,0,26,26
18.22115,2008,1,1,34,34
8.547009,2008,1,1,30,30
7.115385,2008,0,0,26,0
11.05769,2008,1,1,28,28
15,2008,1,0,30,30
6.730769,2008,1,1,34,34
20.51282,2008,0,0,34,0
12.5,2008,1,1,30,30
3.6,2008,0,0,30,0
25,2008,1,0,29,29
9.615385,2008,1,0,34,34
9.615385,2008,1,1,34,34
28.84615,2008,1,0,34,34
14.66346,2008,1,0,25,25
21.63461,2008,1,1,34,34
12.30769,2008,0,0,26,0
12.82051,2008,0,1,32,0
23.07692,2008,1,0,32,32
