id,subscribe,age,income,college,married,female,smartphone_hours
635,0,21.1,631.2,0,0,1,4.2
636,1,40.2,589.9,1,1,0,3.2
637,0,25.7,296.5,0,1,1,2.5
638,0,48.0,414.8,1,0,1,2.9
639,1,28.9,182.0,1,0,1,3.8
640,0,37.1,454.9,1,1,0,1.9
641,1,48.7,815.7,1,1,0,4.8
642,0,31.3,539.8,0,1,1,3.7
643,0,31.8,668.8,0,1,0,1.4
644,1,18.0,558.1,1,1,0,4.3
645,1,42.6,669.1,0,1,0,2.8
646,0,33.6,120.0,0,1,1,3.3
647,0,51.2,476.6,0,0,0,2.4
648,0,40.6,455.7,0,1,1,0.0
649,0,37.1,325.7,1,1,0,3.6
650,1,52.6,734.7,1,1,0,4.7
651,0,18.0,629.6,1,0,1,2.1
652,1,27.1,586.8,0,1,0,3.0
653,0,32.3,597.0,1,1,0,4.5
654,0,24.1,347.5,0,0,1,2.1
655,0,18.3,795.9,1,0,0,1.5
656,0,44.8,704.0,1,1,1,1.4
657,1,38.6,652.0,1,0,1,1.4
658,0,28.8,380.6,0,1,1,3.4
659,1,28.5,676.5,1,0,0,3.4
660,0,31.9,217.8,1,1,0,0.8
661,0,37.2,484.0,0,0,0,2.2
662,0,35.9,433.0,0,1,1,2.1
663,0,51.2,359.7,0,0,0,1.7
664,1,30.2,883.3,1,0,1,3.0
665,0,21.8,320.2,0,0,0,3.3
666,0,37.0,171.9,1,0,1,4.2
667,1,37.5,668.1,1,0,1,4.1
668,0,32.4,538.1,0,0,1,3.9
669,0,54.8,782.7,0,0,0,2.0
670,0,46.0,757.0,0,0,0,2.2
671,1,40.9,860.5,1,1,0,3.1
672,0,45.5,265.2,0,1,1,3.7
673,0,26.3,456.8,0,1,0,3.7
674,1,34.5,596.9,0,1,0,4.5
675,1,27.2,420.8,1,0,0,5.6
676,0,26.3,203.8,1,0,1,3.5
677,0,25.8,628.2,0,1,1,3.7
678,0,38.8,371.6,0,0,0,0.7
679,0,65.2,512.1,1,0,0,2.9
680,0,43.6,647.5,0,0,0,2.2
681,0,53.0,621.2,1,1,0,2.5
682,0,32.7,358.1,0,1,0,4.6
683,1,40.0,474.9,1,0,1,2.5
684,0,40.0,461.9,1,1,0,2.9
685,0,58.5,242.8,1,1,0,1.7
686,1,36.2,522.9,1,0,0,3.4
687,0,50.8,307.2,0,0,0,3.4
688,0,26.1,562.3,0,1,1,5.3
689,0,23.8,498.8,1,1,1,4.4
690,1,19.2,659.7,1,0,0,3.1
691,1,48.6,594.0,1,0,0,4.4
692,1,18.9,509.5,0,0,0,2.3
693,0,39.2,573.3,0,1,1,0.0
694,0,19.5,666.7,0,1,1,3.2
695,0,30.4,202.0,0,1,1,2.5
696,0,50.7,551.4,1,0,0,1.4
697,0,37.8,247.5,0,1,1,2.3
698,0,18.0,573.0,0,1,0,2.5
699,0,41.7,535.8,0,0,0,1.7
700,1,44.1,716.6,0,0,1,0.0
701,0,47.9,531.2,1,0,1,2.7
702,1,18.0,757.8,1,1,0,4.2
703,0,28.4,675.0,1,0,1,3.3
704,0,27.9,839.0,1,1,0,2.3
705,0,29.5,271.9,1,0,0,5.2
706,0,41.7,257.5,0,1,0,4.5
707,0,18.0,610.1,1,0,0,0.0
708,0,18.0,526.2,0,1,1,4.4
709,1,46.6,825.1,0,0,0,4.9
710,0,35.0,652.8,0,0,0,2.4
711,0,47.6,340.7,0,1,1,1.9
712,0,38.1,417.2,1,1,0,4.9
713,0,38.5,676.0,0,1,1,2.6
714,0,41.0,667.7,0,1,0,4.8
715,1,43.5,226.6,1,1,0,4.0
716,0,41.3,253.8,1,0,1,2.1
717,1,35.7,647.0,1,0,0,3.5
718,1,29.8,595.7,1,0,1,4.9
719,1,30.8,689.8,1,1,0,4.4
720,1,32.1,820.5,1,1,0,5.6
721,1,46.0,711.7,1,1,1,2.4
722,1,42.3,446.9,0,0,1,3.5
723,0,45.0,203.1,0,1,1,3.6
724,1,46.0,428.5,1,0,1,2.4
725,1,25.8,725.3,0,0,1,2.9
726,0,46.1,138.5,0,0,0,4.5
727,0,31.7,519.0,0,0,0,1.9
728,0,19.4,515.2,0,1,1,4.4
729,0,41.0,642.5,0,1,0,2.2
730,0,44.0,609.8,0,0,1,2.9
731,0,18.4,600.1,1,1,1,2.9
732,0,37.0,500.4,1,1,1,4.4
733,0,21.4,355.8,0,1,0,4.2
734,1,28.6,661.3,1,1,1,5.4
735,0,36.3,540.9,1,1,1,3.8
736,1,29.1,664.3,1,1,0,4.3
737,0,51.2,829.7,0,0,0,6.3
738,1,43.2,761.8,1,0,0,4.1
739,1,28.0,761.0,0,1,0,2.3
740,0,47.7,569.5,1,1,1,2.1
741,1,39.2,413.1,0,0,1,1.0
742,1,47.0,697.9,1,1,0,0.8
743,0,59.3,748.0,0,0,0,5.6
744,1,18.0,321.2,1,0,1,3.2
745,1,23.2,586.6,0,0,0,2.5
746,1,36.9,717.4,1,1,1,1.7
747,0,60.3,590.1,1,0,1,1.1
748,1,22.5,392.6,0,0,0,5.4
749,0,45.5,424.5,1,1,0,1.8
750,0,36.8,392.9,0,0,1,1.3
751,0,39.1,818.4,0,1,0,1.6
752,1,19.6,667.3,0,0,1,2.7
753,0,47.0,120.0,1,0,1,0.6
754,1,46.7,725.7,1,1,1,3.9
755,1,46.7,571.8,0,0,0,5.0
756,1,31.8,323.9,1,0,0,3.4
757,1,38.9,918.4,0,0,1,5.7
758,1,51.3,417.9,1,1,1,5.7
759,0,40.3,545.0,1,1,1,4.5
760,0,26.8,211.0,0,1,0,4.2
761,0,49.8,443.8,1,0,0,1.1
762,0,40.6,448.6,0,1,1,3.7
763,1,37.0,784.8,1,1,1,4.5
764,0,61.6,801.9,0,1,1,5.2
765,0,47.3,597.8,1,1,1,1.9
766,0,33.0,804.9,1,0,0,3.0
767,0,33.1,120.0,1,1,0,4.0
768,1,40.3,623.5,1,0,0,5.5
769,0,35.5,268.8,0,0,0,3.7
770,0,18.0,357.1,1,0,1,2.5
771,0,66.0,758.1,1,1,1,2.0
772,0,21.6,464.9,1,1,1,3.7
773,0,46.2,337.6,1,1,0,4.6
774,0,23.1,602.5,1,1,1,3.7
775,0,32.1,436.4,1,0,0,1.2
776,1,23.5,684.7,1,0,0,1.1
777,1,18.0,621.3,1,1,1,3.3
778,0,44.3,583.2,1,1,0,1.5
779,1,58.0,541.7,0,0,0,4.2
780,0,54.2,403.8,1,1,1,2.9
781,1,34.3,509.2,0,0,0,3.0
782,0,46.7,608.2,0,1,1,1.9
783,1,39.7,368.9,1,0,1,7.3
784,0,35.0,621.8,1,1,1,3.0
785,0,30.1,259.2,1,1,0,4.1
786,0,26.4,226.7,0,1,0,1.8
787,0,18.0,714.8,1,1,0,1.6
788,0,30.7,655.3,0,0,0,4.0
789,0,40.4,240.5,1,1,1,3.8
790,0,41.1,283.5,0,1,0,2.3
791,1,47.9,520.3,0,1,1,6.0
792,1,31.2,632.0,1,0,0,3.3
793,0,53.9,585.0,0,1,0,2.6
794,0,41.5,397.4,0,1,1,2.9
795,0,34.3,536.6,0,1,0,4.1
796,1,29.0,512.3,0,0,1,1.8
797,0,18.1,805.3,1,1,0,1.8
798,0,47.4,319.4,0,1,0,0.7
799,0,29.4,839.8,0,1,1,1.6
800,0,37.0,393.2,0,0,1,1.4
801,1,18.0,415.9,1,0,1,2.7
802,0,20.8,582.9,0,0,1,1.9
803,0,34.8,472.3,0,0,1,1.2
804,0,34.8,575.0,1,0,0,2.2
805,0,32.3,252.9,1,1,0,3.9
806,0,49.9,400.8,0,1,1,2.8
807,0,18.6,501.9,1,0,0,1.5
808,1,41.3,606.8,1,1,0,2.5
809,0,42.9,347.8,1,1,0,1.3
810,0,56.9,629.7,1,0,0,4.4
811,1,39.7,417.4,1,0,1,4.8
812,0,45.8,748.9,0,1,0,2.2
813,0,24.5,758.6,0,0,1,2.5
814,1,31.9,696.1,0,1,1,3.0
815,0,37.4,464.6,1,0,0,4.2
816,0,45.2,704.2,0,1,0,4.3
817,0,18.0,519.6,1,1,1,3.2
818,1,27.9,704.2,0,1,1,4.4
819,0,58.0,543.3,0,1,1,2.4
820,0,26.4,455.6,1,1,1,4.3
821,0,24.7,571.1,0,0,1,3.2
822,1,30.5,878.1,1,1,0,4.8
823,0,28.7,362.4,0,0,1,1.5
824,1,61.3,615.1,1,0,1,3.4
825,0,23.1,486.1,0,1,1,5.3
826,1,39.6,307.2,1,1,1,4.8
827,0,40.6,655.8,0,0,1,3.6
828,0,31.5,457.4,0,0,0,1.6
829,0,18.0,254.9,1,0,0,1.8
830,1,48.2,469.2,1,0,0,3.9
831,1,49.6,478.3,1,0,1,4.4
832,0,39.4,429.7,1,1,1,1.9
833,0,44.4,684.7,0,1,0,1.3
834,1,28.2,732.3,0,0,0,5.1
835,0,67.1,690.3,0,0,1,2.8
836,0,37.8,671.8,1,0,1,1.6
837,0,33.3,752.5,1,0,1,4.1
838,0,48.5,536.7,0,0,1,3.5
839,1,47.0,647.7,1,1,1,3.5
840,0,50.0,647.0,0,0,0,2.9
841,0,20.2,376.3,0,0,1,1.8
842,0,46.6,542.0,1,0,1,5.7
843,0,43.9,373.6,0,0,1,5.0
844,0,18.0,546.4,1,0,0,2.6
845,0,57.5,546.4,1,0,0,0.3
846,0,52.9,428.0,0,0,1,2.5
847,0,18.0,302.1,0,0,1,5.1
848,0,59.5,439.1,1,0,1,2.7
849,1,24.3,391.7,0,0,0,3.7
850,1,42.7,584.0,1,1,1,5.5
851,0,52.0,549.5,0,0,1,1.3
852,1,62.2,643.9,0,0,1,3.8
853,0,24.8,320.4,0,0,1,4.0
854,1,32.2,434.1,1,0,1,5.4
855,0,24.6,756.4,0,0,1,2.8
856,0,44.9,375.9,1,1,0,3.5
857,1,53.4,1131.2,1,0,0,1.4
858,1,40.5,736.9,0,1,1,2.6
859,0,20.2,598.6,1,1,1,4.1
860,0,43.2,365.6,1,0,0,4.2
861,1,26.0,663.7,1,0,0,1.6
862,0,40.9,598.8,1,1,1,2.9
863,0,23.4,472.3,0,1,0,2.6
864,1,58.6,591.2,0,0,0,3.9
865,0,43.1,395.4,0,0,1,1.3
866,0,52.0,521.1,0,1,0,3.4
867,0,38.7,898.5,0,1,0,3.7
868,1,28.4,520.3,0,1,0,3.0
869,1,36.4,389.3,1,1,0,2.3
870,0,30.7,515.8,0,1,1,1.9
871,0,38.2,125.5,1,1,1,2.0
872,1,29.5,385.7,1,1,0,0.5
873,0,41.3,525.1,0,0,0,0.0
874,0,39.1,480.8,0,0,1,2.8
875,1,26.2,607.4,1,0,0,3.2
876,0,47.5,355.1,1,1,0,4.6
877,0,27.0,419.7,1,1,1,3.1
878,0,39.7,373.4,0,0,0,2.5
879,0,44.0,357.0,1,0,1,3.4
880,1,24.3,397.1,1,0,1,3.3
881,0,41.0,591.5,0,1,0,2.1
882,0,18.0,705.8,0,0,1,0.5
883,1,18.0,934.7,0,0,0,2.8
884,0,59.0,353.2,1,0,1,4.0
885,0,39.1,173.4,1,1,1,3.1
886,1,43.1,714.3,0,0,1,0.7
887,0,29.3,388.4,1,1,0,3.5
888,0,40.6,669.3,0,0,1,4.0
889,1,59.8,760.7,1,1,0,3.1
890,1,55.3,761.9,0,0,1,2.7
891,0,57.9,598.6,0,0,1,2.0
892,0,41.0,521.0,1,0,1,1.6
893,0,47.0,544.2,1,0,1,1.6
894,0,29.2,816.6,1,0,1,3.0
895,1,47.3,479.1,0,1,0,2.8
896,1,34.6,804.4,1,1,0,3.9
897,0,39.3,1013.0,0,0,0,4.4
898,0,68.7,710.4,1,0,1,1.8
899,0,50.1,712.2,0,0,0,4.1
900,0,59.9,551.2,0,1,0,6.8
901,1,32.0,852.1,1,0,0,3.9
902,0,50.1,471.5,0,1,0,0.0
903,0,35.0,823.0,0,0,0,5.6
904,0,18.5,579.3,1,1,0,1.4
905,1,37.6,422.4,1,0,0,3.1
906,1,40.3,780.3,1,0,0,3.4
907,0,34.7,385.0,0,1,0,2.4
908,1,35.8,263.1,1,0,1,4.3
909,0,33.4,275.1,1,1,0,1.8
910,0,32.3,684.2,0,0,1,3.3
911,0,24.0,504.6,1,0,1,2.0
912,0,57.9,754.0,1,0,0,1.9
913,0,30.0,407.9,0,1,0,4.1
914,1,56.1,975.0,0,0,0,2.0
915,0,31.0,735.4,0,1,0,3.2
916,1,25.3,586.6,1,1,0,5.0
917,1,38.7,404.9,1,1,1,4.6
918,1,36.6,659.8,0,0,1,3.7
919,1,39.4,471.6,1,1,0,1.7
920,0,29.9,192.0,1,0,1,2.8
921,0,37.8,318.8,0,1,0,4.0
922,0,30.2,824.2,1,1,0,4.9
923,0,32.3,304.9,1,0,0,0.4
924,0,40.0,598.5,1,0,1,1.0
925,0,18.0,490.8,1,0,1,4.1
926,0,19.2,120.0,0,0,1,1.5
927,0,49.9,249.7,0,1,0,4.0
928,1,42.8,398.0,1,0,1,2.5
929,0,44.3,481.4,1,1,0,2.1
930,0,31.6,738.7,0,0,0,1.8
931,0,50.5,627.2,1,1,1,2.4
932,0,31.9,753.9,0,0,0,3.2
933,0,41.4,678.4,0,1,1,2.7
934,1,52.2,688.5,1,0,0,1.0
935,1,43.3,610.5,1,0,1,4.3
936,0,52.6,429.2,0,1,1,2.4
937,0,22.7,174.7,1,1,1,3.4
938,0,47.2,707.1,1,1,0,1.5
939,0,42.3,392.9,1,1,0,2.0
940,0,34.4,365.8,1,1,1,0.3
941,1,47.3,309.6,0,0,0,4.6
942,0,33.8,793.8,0,0,0,5.4
943,0,48.2,257.4,1,0,1,5.2
944,0,51.7,280.4,0,0,1,3.9
945,1,32.0,568.7,0,1,0,4.5
946,0,32.7,342.5,1,0,1,6.2
947,1,51.5,289.5,0,1,0,2.0
948,0,23.9,375.9,0,0,1,6.1
949,0,35.2,513.7,0,1,1,3.4
950,0,45.7,348.7,0,0,1,3.7
951,0,28.4,491.5,1,1,1,2.6
952,0,42.7,594.1,0,0,0,0.0
953,0,30.8,665.1,0,0,0,3.4
954,1,54.6,491.2,1,1,1,3.3
955,0,36.7,689.5,0,1,1,4.2
956,0,57.1,686.0,0,1,1,4.9
957,1,34.1,407.9,0,0,0,4.2
958,0,49.2,481.4,1,0,0,3.7
959,0,48.2,420.2,1,0,0,0.0
960,0,30.3,424.3,0,1,0,0.7
961,0,18.5,484.2,1,1,1,1.5
962,0,42.5,703.0,0,1,0,2.5
963,0,35.5,721.5,1,0,0,1.0
964,0,58.0,805.4,1,1,1,2.7
965,0,46.0,341.2,1,0,0,3.6
966,0,36.4,496.2,0,0,0,2.3
967,0,31.7,854.9,0,1,0,2.2
968,0,41.6,514.2,1,0,1,4.9
969,1,20.6,655.4,1,0,0,3.3
970,0,37.4,595.7,0,0,1,1.8
971,1,37.0,335.8,1,1,1,1.8
972,0,38.4,347.9,0,1,0,4.6
973,1,66.9,676.9,0,1,1,1.7
974,1,31.1,565.1,0,1,1,5.6
975,1,47.9,694.1,1,0,0,3.9
976,1,37.6,601.4,1,1,1,2.6
977,0,48.5,552.0,0,0,0,1.5
978,1,43.8,455.3,1,1,1,6.1
979,1,22.1,480.3,1,0,0,4.4
980,0,18.0,643.1,1,0,0,3.6
981,0,46.4,827.6,0,0,0,2.5
982,0,42.3,520.3,1,0,0,3.1
983,1,46.8,544.7,1,1,1,0.7
984,0,30.4,363.8,1,1,1,2.6
985,0,44.5,529.7,1,1,0,3.5
986,0,36.4,430.9,1,1,0,2.9
987,1,50.3,496.0,1,0,1,3.9
988,1,18.0,643.8,1,1,1,1.7
989,1,36.8,496.7,0,0,0,3.3
990,0,48.1,493.0,0,1,0,4.9
991,0,42.4,709.8,1,1,1,0.6
992,1,30.9,912.7,1,1,1,4.2
993,0,38.0,580.5,0,1,1,4.4
994,1,20.3,811.7,1,1,0,3.7
995,0,35.5,545.1,0,0,1,4.3
996,0,24.0,753.1,0,1,0,4.0
997,0,32.0,333.3,0,0,0,3.8
998,0,30.9,513.3,1,1,0,2.1
999,0,33.8,544.0,1,0,0,3.0
1000,0,39.3,331.7,0,1,1,0.0
1001,0,27.1,184.9,1,1,0,2.9
1002,1,35.1,562.3,0,0,0,4.5
1003,0,33.8,403.0,0,0,0,3.1
1004,1,23.0,486.4,0,0,1,1.8
1005,0,41.4,460.2,0,1,0,0.1
1006,0,28.0,764.3,0,0,1,1.4
1007,0,37.8,488.2,0,1,1,1.4
1008,0,43.7,461.9,1,0,1,0.1
1009,0,42.3,585.9,0,1,1,3.2
1010,1,27.3,561.4,1,1,1,2.7
1011,0,35.7,610.5,0,0,0,1.8
1012,1,26.8,835.7,0,1,1,0.1
1013,0,41.2,457.7,0,1,0,1.8
1014,0,51.2,514.5,1,0,1,1.1
1015,1,43.5,298.2,1,0,0,1.6
1016,0,41.9,691.3,0,0,1,3.2
1017,0,54.4,454.6,1,1,0,2.9
1018,1,46.9,684.2,0,1,1,4.5
1019,0,43.2,192.4,0,1,0,1.8
1020,0,29.9,596.0,0,0,0,0.2
1021,0,56.0,268.4,0,0,1,3.5
1022,0,26.8,608.5,0,0,0,4.6
1023,0,39.5,374.5,0,1,0,3.4
1024,0,26.7,423.6,0,0,0,4.1
1025,0,57.9,452.1,0,0,1,4.1
1026,0,22.4,334.0,0,0,0,3.7
1027,0,45.5,496.6,0,0,1,1.8
1028,0,39.5,505.1,1,0,0,3.4
1029,1,37.2,448.8,1,0,0,3.1
1030,0,46.5,726.0,1,0,0,1.3
1031,0,32.4,801.3,1,1,1,2.1
1032,0,24.9,439.3,0,0,0,3.5
1033,0,46.4,604.3,1,0,1,2.9
1034,1,27.0,544.8,1,1,1,3.9
1035,1,44.2,543.8,0,0,1,3.5
1036,0,35.6,217.8,0,1,1,3.2
1037,0,38.4,434.6,0,0,1,2.8
1038,1,27.3,481.8,1,1,0,4.5
1039,1,47.7,802.0,1,0,1,3.1
1040,1,18.0,313.5,1,0,0,4.2
1041,0,51.7,693.8,1,1,0,1.9
1042,0,39.8,382.6,0,1,0,4.2
1043,0,39.9,323.9,0,0,0,4.8
1044,0,32.3,436.2,0,0,1,3.6
1045,1,46.0,417.4,0,1,1,2.2
1046,0,34.8,240.3,1,1,1,4.0
1047,1,36.5,341.4,1,0,1,4.2
1048,0,50.9,691.7,0,0,0,0.3
1049,1,34.6,239.4,1,0,0,1.6
1050,1,19.7,755.6,1,0,1,5.9
1051,0,45.5,406.2,1,0,0,0.5
1052,0,41.0,501.9,1,0,1,2.0
1053,0,27.8,555.3,0,0,0,0.4
1054,0,66.5,479.7,0,0,0,3.3
1055,1,21.0,181.0,0,0,1,4.8
1056,0,27.1,464.5,1,0,1,4.2
1057,0,51.6,778.0,1,0,1,1.7
1058,1,44.1,532.6,0,0,0,2.6
1059,0,39.2,644.4,0,1,0,1.5
1060,0,36.8,665.3,1,1,0,3.3
1061,1,32.6,379.3,1,0,1,4.0
1062,0,37.4,454.7,0,1,1,2.0
1063,0,57.5,858.8,1,1,0,1.5
1064,0,62.3,407.6,0,0,1,3.7
1065,1,24.0,484.1,0,1,0,0.9
1066,0,31.3,534.1,1,1,1,4.0
1067,0,24.6,554.8,0,1,0,3.5
1068,0,35.1,216.6,0,1,0,3.0
1069,0,49.6,475.8,1,0,0,4.0
1070,0,34.7,479.3,0,1,0,5.4
1071,1,36.3,405.3,1,0,0,2.4
1072,1,35.6,492.9,0,0,0,5.2
1073,0,31.7,589.6,1,1,0,2.9
1074,0,44.5,554.8,0,0,1,1.2
1075,0,32.0,412.2,1,1,0,3.0
1076,0,48.5,311.6,0,0,1,4.4
1077,0,36.7,509.6,1,0,0,2.7
1078,1,22.9,785.0,1,1,1,2.0
1079,0,43.0,412.5,0,1,0,2.0
1080,1,36.0,564.5,0,1,0,6.5
1081,0,39.0,357.0,0,0,0,2.2
1082,0,40.8,573.4,1,1,0,4.9
1083,1,39.5,757.2,0,0,0,2.5
1084,0,47.9,397.0,1,1,1,1.0
1085,1,43.8,547.7,0,0,0,4.3
1086,0,29.1,489.0,1,1,1,1.8
1087,0,44.3,754.6,0,0,1,2.9
1088,0,55.0,488.6,0,0,0,2.3
1089,0,21.5,341.9,1,0,0,4.4
1090,0,32.0,120.0,1,0,0,1.6
1091,1,21.3,670.1,1,0,1,0.0
1092,1,42.2,668.1,0,0,1,3.2
1093,0,45.7,275.7,1,1,0,3.1
1094,0,45.5,293.1,0,1,1,1.8
1095,0,53.7,653.4,1,0,1,3.6
1096,0,54.5,311.1,1,1,0,5.8
1097,0,34.2,501.3,0,1,0,1.4
1098,1,41.4,321.8,0,0,0,3.8
1099,0,56.7,620.0,0,0,1,2.0
1100,0,27.8,366.2,0,1,1,2.9
1101,0,34.0,708.6,0,1,1,5.0
1102,0,40.8,280.5,1,0,1,2.3
1103,0,46.0,516.6,0,0,1,2.5
1104,1,18.0,811.7,1,1,0,2.9
1105,0,46.0,182.2,1,1,1,2.8
1106,0,34.6,564.5,0,1,0,2.6
1107,0,53.6,822.5,1,1,1,3.0
1108,0,42.7,271.4,0,0,0,2.2
1109,0,54.9,453.4,1,1,0,3.2
1110,0,18.0,292.7,1,1,0,2.7
1111,0,45.7,333.8,1,0,1,1.5
1112,0,63.7,361.0,1,0,0,1.3
1113,1,62.7,412.0,1,0,1,3.7
1114,0,27.6,544.1,0,1,0,2.8
1115,1,34.1,725.3,1,0,1,3.7
1116,0,48.4,952.1,0,0,1,1.3
1117,0,46.2,406.6,0,0,0,2.0
1118,1,51.3,547.9,1,1,0,2.6
1119,1,26.0,582.6,1,0,0,2.6
1120,0,55.0,644.9,1,0,0,0.7
1121,0,48.3,399.9,1,0,0,4.0
1122,0,59.0,457.6,1,0,0,0.0
1123,0,25.8,471.0,0,1,1,5.7
1124,1,39.8,408.1,1,1,1,5.9
1125,0,46.5,260.2,0,1,1,3.3
1126,1,21.4,648.8,1,0,1,2.2
1127,0,30.6,795.2,0,1,0,3.8
1128,1,28.4,500.0,1,0,0,2.8
1129,0,35.6,437.8,0,1,1,2.7
1130,0,39.2,562.7,0,0,0,3.0
1131,0,28.3,528.5,0,0,1,2.8
1132,0,31.8,465.9,0,0,0,0.9
1133,0,46.0,769.8,0,0,1,1.9
1134,0,51.3,120.0,0,1,1,3.1
1135,0,36.1,725.8,0,1,1,2.7
1136,1,31.7,490.2,1,0,1,3.3
1137,0,33.0,178.9,1,0,1,0.8
1138,0,47.5,598.0,0,1,1,3.1
1139,0,33.3,561.3,0,1,1,3.5
1140,1,40.1,667.2,0,1,1,5.7
1141,0,27.4,325.9,0,1,0,4.7
1142,0,32.8,352.7,0,0,0,1.6
1143,1,54.1,714.1,1,0,1,2.1
1144,0,40.6,385.8,0,1,1,2.7
1145,1,26.9,466.2,1,0,1,2.9
1146,0,32.0,671.7,1,0,0,3.0
1147,0,40.9,428.6,0,0,1,3.3
1148,1,45.1,609.9,1,0,1,5.2
1149,1,25.9,672.5,1,1,0,4.9
1150,1,21.7,799.6,0,1,1,3.4
1151,0,50.1,609.9,1,1,0,2.8
1152,1,42.7,768.4,1,0,0,0.1
1153,0,56.8,590.0,0,0,1,2.2
1154,0,50.9,309.7,1,1,0,1.7
1155,0,30.2,586.8,1,1,1,0.9
1156,1,44.3,569.4,0,1,0,2.0
1157,1,25.5,847.4,1,0,1,3.0
1158,0,51.3,937.0,0,1,1,3.7
1159,1,58.2,409.0,0,0,1,3.7
1160,1,23.1,794.0,1,0,1,3.6
1161,0,27.7,504.3,1,1,0,4.1
1162,0,36.5,505.2,1,0,1,0.5
1163,1,34.6,521.2,1,0,1,4.3
1164,1,28.4,509.3,0,0,0,0.8
1165,0,19.5,557.5,0,1,1,1.7
1166,0,49.5,233.3,1,1,1,6.6
1167,1,20.0,581.8,0,0,1,3.7
1168,1,24.4,385.5,1,1,1,0.8
1169,0,18.0,384.3,1,1,1,2.3
1170,0,41.0,354.0,1,0,0,5.5
1171,0,32.4,621.1,0,1,1,1.1
1172,0,33.3,762.8,1,0,0,3.5
1173,0,52.3,339.1,1,1,0,4.3
1174,1,24.9,622.4,1,1,1,6.8
1175,0,27.8,456.3,0,0,0,2.8
1176,0,49.5,439.2,1,0,1,3.7
1177,0,56.6,606.3,0,1,0,2.1
1178,1,30.7,288.5,0,0,1,4.3
1179,0,36.3,357.0,0,0,1,5.7
1180,0,31.4,524.6,1,0,0,3.5
1181,0,54.8,203.2,1,1,1,2.7
1182,0,33.0,581.3,1,1,0,0.0
1183,0,61.6,357.3,0,0,0,2.3
1184,0,48.0,769.0,1,0,0,1.6
1185,0,37.1,706.5,1,0,1,0.9
1186,0,28.2,360.0,0,1,0,6.4
1187,0,40.2,539.1,0,0,0,2.5
1188,1,55.7,495.0,0,0,0,2.7
1189,0,26.5,488.6,0,1,0,1.1
1190,0,46.7,506.3,1,1,0,4.8
1191,0,18.0,532.7,0,1,1,3.3
1192,0,40.8,412.3,1,0,1,3.1
1193,0,43.5,566.9,0,0,0,2.7
1194,0,43.6,336.1,0,0,0,2.0
1195,1,26.4,802.1,0,0,1,2.2
1196,0,18.0,673.7,1,1,1,3.0
1197,1,30.6,279.1,1,0,1,5.2
1198,1,35.7,1113.8,1,0,0,3.8
1199,1,44.0,711.1,1,0,1,3.4
1200,0,42.5,536.3,0,1,1,2.8
1201,0,18.0,686.4,1,0,0,2.4
1202,0,42.8,543.3,0,1,1,2.8
1203,0,49.9,762.0,1,0,1,4.3
1204,1,48.4,699.0,1,0,1,2.5
1205,0,40.0,254.4,0,0,1,2.2
1206,0,37.9,557.9,0,0,1,2.7
1207,0,41.6,521.9,0,1,1,3.5
1208,0,47.7,420.8,0,0,0,3.3
1209,0,32.2,497.7,1,0,0,4.5
1210,0,18.0,577.6,0,0,1,1.7
1211,1,50.9,841.0,0,0,1,6.3
1212,1,26.2,779.2,1,0,1,3.6
1213,1,40.8,774.6,0,1,1,3.9
1214,0,42.5,738.5,0,1,0,2.6
1215,1,27.1,884.1,1,1,1,2.6
1216,1,37.0,728.4,1,1,0,1.8
1217,0,18.6,435.1,1,1,0,2.2
1218,1,48.1,789.1,1,0,0,2.1
1219,0,41.9,410.0,0,0,0,3.7
1220,1,18.0,822.4,1,0,0,2.5
1221,1,35.8,675.1,0,1,1,3.5
1222,0,54.9,487.0,1,1,0,3.8
1223,1,22.9,482.1,0,1,1,1.4
1224,0,53.2,436.9,1,1,1,2.4
1225,0,37.6,498.5,0,0,1,2.6
1226,1,44.2,482.2,1,0,1,5.3
1227,0,45.6,165.6,1,0,1,1.4
1228,0,26.5,341.1,1,0,1,2.6
1229,0,42.2,478.6,1,0,0,2.8
1230,0,37.4,401.0,0,1,1,0.4
1231,0,29.7,464.4,1,0,0,3.0
1232,0,30.3,350.4,1,0,1,2.2
1233,0,32.0,644.9,0,0,1,5.5
1234,0,18.0,694.6,1,0,0,1.1
1235,1,23.1,652.0,0,0,1,4.7
1236,1,26.4,752.6,1,1,1,2.2
1237,0,49.4,646.8,0,1,1,2.0
1238,1,55.8,746.5,0,1,0,4.7
1239,0,48.8,416.1,1,1,1,3.7
1240,0,23.5,729.3,1,0,1,3.9
1241,0,31.8,689.9,0,0,1,1.8
1242,0,40.1,443.7,0,1,1,2.0
1243,0,30.4,413.2,0,1,0,2.9
1244,1,30.7,593.9,0,0,0,2.3
1245,1,18.0,736.3,1,1,0,4.4
1246,1,49.5,762.0,0,0,1,2.4
1247,0,32.4,637.5,1,1,0,2.1
1248,0,55.3,346.8,1,0,1,4.1
1249,0,35.1,531.9,1,1,1,4.1
1250,1,42.2,372.1,0,0,0,3.4
1251,0,42.0,506.1,0,0,1,0.8
1252,1,54.5,586.9,0,0,1,2.4
1253,1,45.0,310.1,1,1,1,4.4
1254,0,18.0,478.5,1,1,0,1.3
1255,1,47.6,409.3,0,0,1,6.0
1256,0,34.3,385.8,1,0,1,3.9
1257,0,39.8,355.9,0,1,1,1.9
