store_id,year,treated,post,did,city_size,local_unemp,ln_sales,sales
130,2023,0,1,0,1,2.75,9.2123,10019.97
130,2024,0,1,0,1,3.97,9.0107,8190.37
131,2021,1,0,0,2,4.28,8.9589,7777.18
131,2022,1,0,0,2,3.93,9.1212,9147.47
131,2023,1,1,1,2,3.02,9.1774,9676.34
131,2024,1,1,1,2,4.79,9.3,10937.49
132,2021,1,0,0,1,3.54,8.5598,5217.61
132,2022,1,0,0,1,4.41,8.4709,4773.81
132,2023,1,1,1,1,4.75,8.4665,4752.91
132,2024,1,1,1,1,4.59,8.7487,6302.51
133,2021,1,0,0,2,3.06,9.1465,9381.57
133,2022,1,0,0,2,3.88,9.1892,9790.98
133,2023,1,1,1,2,3.59,9.3309,11281.71
133,2024,1,1,1,2,3.61,9.1868,9767.82
134,2021,1,0,0,3,4.01,9.3044,10986.55
134,2022,1,0,0,3,3.72,9.2189,10086.12
134,2023,1,1,1,3,4.81,9.5414,13924.54
134,2024,1,1,1,3,4.39,9.3545,11550.29
135,2021,1,0,0,2,3.59,8.9599,7784.97
135,2022,1,0,0,2,3.54,8.9615,7797.11
135,2023,1,1,1,2,4.37,9.153,9442.95
135,2024,1,1,1,2,3.99,9.2214,10110.84
136,2021,0,0,0,2,3.82,8.8091,6695.17
136,2022,0,0,0,2,3.06,8.9111,7413.57
136,2023,0,1,0,2,4.32,8.7404,6250.28
136,2024,0,1,0,2,3.84,8.784,6529.12
137,2021,1,0,0,2,4.2,9.3241,11204.96
137,2022,1,0,0,2,4.59,9.386,11920.86
137,2023,1,1,1,2,4.94,9.4761,13044.8
137,2024,1,1,1,2,4.69,9.5669,14284.08
138,2021,0,0,0,1,3.37,8.8898,7257.74
138,2022,0,0,0,1,3.18,9.1864,9763.17
138,2023,0,1,0,1,4.14,9.0664,8659.62
138,2024,0,1,0,1,4.22,8.9747,7900.43
139,2021,1,0,0,2,3.9,9.3511,11511.35
139,2022,1,0,0,2,3.87,9.3397,11381.27
139,2023,1,1,1,2,4.48,9.4598,12832.78
139,2024,1,1,1,2,3.74,9.2815,10737.34
140,2021,0,0,0,1,4.85,8.9295,7551.21
140,2022,0,0,0,1,4.0,9.1424,9343.26
140,2023,0,1,0,1,5.28,9.1211,9146.19
140,2024,0,1,0,1,4.42,9.0803,8780.27
141,2021,0,0,0,2,4.72,8.9106,7410.27
141,2022,0,0,0,2,4.43,9.1426,9344.9
141,2023,0,1,0,2,4.74,9.0965,8924.06
141,2024,0,1,0,2,4.93,8.9842,7976.43
142,2021,1,0,0,2,4.66,8.8278,6821.49
142,2022,1,0,0,2,3.69,8.8479,6959.57
142,2023,1,1,1,2,5.59,9.0645,8643.08
142,2024,1,1,1,2,4.95,9.0656,8652.08
143,2021,1,0,0,3,2.78,9.2727,10643.75
143,2022,1,0,0,3,4.33,9.4922,13256.1
143,2023,1,1,1,3,4.54,9.5574,14148.86
143,2024,1,1,1,3,3.45,9.3698,11729.2
144,2021,1,0,0,1,4.06,8.6729,5842.62
144,2022,1,0,0,1,3.9,8.8183,6756.8
144,2023,1,1,1,1,4.14,8.9535,7734.63
144,2024,1,1,1,1,4.6,9.1263,9194.39
145,2021,0,0,0,1,3.53,9.0429,8458.66
145,2022,0,0,0,1,3.91,8.8899,7258.09
145,2023,0,1,0,1,4.6,8.9306,7559.54
145,2024,0,1,0,1,3.16,8.7757,6475.26
146,2021,0,0,0,2,2.13,9.461,12848.29
146,2022,0,0,0,2,4.44,9.0435,8463.7
146,2023,0,1,0,2,4.0,9.3728,11763.7
146,2024,0,1,0,2,3.64,9.38,11849.04
147,2021,0,0,0,1,3.26,9.2529,10434.52
147,2022,0,0,0,1,3.91,9.4612,12851.35
147,2023,0,1,0,1,3.99,9.4581,12811.58
147,2024,0,1,0,1,4.29,9.4044,12142.29
148,2021,0,0,0,3,3.4,9.2909,10838.58
148,2022,0,0,0,3,3.44,9.3497,11495.29
148,2023,0,1,0,3,4.49,9.3048,10991.16
148,2024,0,1,0,3,4.8,9.3582,11593.29
149,2021,1,0,0,2,3.85,8.5864,5358.24
149,2022,1,0,0,2,3.88,8.9399,7630.35
149,2023,1,1,1,2,3.78,9.0789,8768.33
149,2024,1,1,1,2,3.63,9.164,9546.75
150,2021,1,0,0,2,4.32,9.0504,8521.52
150,2022,1,0,0,2,3.68,9.0627,8627.6
150,2023,1,1,1,2,5.52,9.3938,12013.29
150,2024,1,1,1,2,5.15,9.2531,10436.49
151,2021,1,0,0,2,4.0,9.4754,13035.15
151,2022,1,0,0,2,4.35,9.365,11672.3
151,2023,1,1,1,2,4.39,9.5218,13654.2
151,2024,1,1,1,2,5.3,9.6546,15593.82
152,2021,1,0,0,2,2.38,9.1842,9742.14
152,2022,1,0,0,2,4.43,9.1424,9343.52
152,2023,1,1,1,2,3.86,9.4161,12284.7
152,2024,1,1,1,2,4.66,9.3881,11944.87
153,2021,1,0,0,1,3.66,9.0168,8240.56
153,2022,1,0,0,1,5.22,9.1416,9335.38
153,2023,1,1,1,1,4.11,9.4191,12321.88
153,2024,1,1,1,1,2.87,9.5954,14696.44
154,2021,0,0,0,2,4.74,9.4373,12548.01
154,2022,0,0,0,2,3.84,9.3588,11600.4
154,2023,0,1,0,2,3.95,9.3391,11374.67
154,2024,0,1,0,2,4.04,9.6164,15009.37
155,2021,1,0,0,3,3.61,9.5393,13895.22
155,2022,1,0,0,3,4.07,9.6177,15027.8
155,2023,1,1,1,3,3.49,9.8582,19114.76
155,2024,1,1,1,3,4.27,9.594,14676.34
156,2021,0,0,0,2,3.96,8.9937,8052.11
156,2022,0,0,0,2,4.98,9.1588,9497.95
156,2023,0,1,0,2,4.37,8.885,7222.98
156,2024,0,1,0,2,3.9,9.0571,8579.27
157,2021,1,0,0,3,4.08,9.6121,14944.56
157,2022,1,0,0,3,3.79,9.7855,17774.56
157,2023,1,1,1,3,4.69,9.4774,13060.77
157,2024,1,1,1,3,3.65,9.9886,21777.48
158,2021,1,0,0,1,4.17,9.0601,8604.6
158,2022,1,0,0,1,4.65,8.9479,7691.9
158,2023,1,1,1,1,5.12,9.475,13030.06
158,2024,1,1,1,1,4.39,9.5556,14123.55
159,2021,0,0,0,2,3.29,9.0251,8309.32
159,2022,0,0,0,2,3.25,9.0956,8915.8
159,2023,0,1,0,2,5.08,8.9238,7508.41
159,2024,0,1,0,2,4.77,9.1602,9511.15
160,2021,0,0,0,3,4.45,9.3129,11079.92
160,2022,0,0,0,3,4.6,9.0924,8887.5
160,2023,0,1,0,3,3.92,9.1874,9773.52
160,2024,0,1,0,3,4.34,9.0501,8519.38
161,2021,1,0,0,1,4.82,9.6529,15566.33
161,2022,1,0,0,1,4.62,9.7166,16590.68
161,2023,1,1,1,1,4.29,9.9976,21974.37
161,2024,1,1,1,1,3.44,9.9624,21213.34
162,2021,1,0,0,2,3.87,9.4051,12149.82
162,2022,1,0,0,2,4.54,9.1225,9159.48
162,2023,1,1,1,2,3.55,9.3745,11783.61
162,2024,1,1,1,2,4.79,9.5304,13771.91
163,2021,0,0,0,1,3.55,9.3226,11188.55
163,2022,0,0,0,1,4.24,9.1584,9494.21
163,2023,0,1,0,1,4.27,9.4065,12166.89
163,2024,0,1,0,1,4.5,9.3148,11100.81
164,2021,0,0,0,1,4.28,9.2616,10526.13
164,2022,0,0,0,1,4.62,9.2968,10902.92
164,2023,0,1,0,1,4.25,9.3598,11612.01
164,2024,0,1,0,1,4.96,9.2565,10472.74
165,2021,0,0,0,1,3.69,9.1101,9045.78
165,2022,0,0,0,1,3.93,9.1793,9693.92
165,2023,0,1,0,1,4.62,9.2458,10361.33
165,2024,0,1,0,1,4.88,9.287,10796.61
166,2021,0,0,0,1,4.15,8.8927,7278.87
166,2022,0,0,0,1,3.42,8.9276,7536.98
166,2023,0,1,0,1,3.13,9.01,8184.35
166,2024,0,1,0,1,4.93,9.0705,8694.61
167,2021,1,0,0,2,3.85,9.0936,8898.25
167,2022,1,0,0,2,4.01,9.0188,8257.06
167,2023,1,1,1,2,3.72,9.2271,10168.98
167,2024,1,1,1,2,3.63,9.1821,9722.0
168,2021,0,0,0,2,3.09,9.4056,12156.86
168,2022,0,0,0,2,4.74,9.3598,11611.64
168,2023,0,1,0,2,3.94,9.5601,14187.49
168,2024,0,1,0,2,5.58,9.5149,13560.58
169,2021,0,0,0,2,4.16,9.4402,12584.0
169,2022,0,0,0,2,3.1,9.7227,16691.67
169,2023,0,1,0,2,4.37,9.736,16915.62
169,2024,0,1,0,2,4.88,9.7214,16671.12
170,2021,1,0,0,1,4.72,9.3905,11974.07
170,2022,1,0,0,1,3.32,9.497,13319.84
170,2023,1,1,1,1,4.01,9.3716,11750.01
170,2024,1,1,1,1,4.32,9.4578,12807.92
171,2021,1,0,0,3,3.35,9.9534,21022.62
171,2022,1,0,0,3,4.74,10.0401,22927.38
171,2023,1,1,1,3,4.55,10.0619,23433.06
171,2024,1,1,1,3,4.13,10.1241,24937.9
172,2021,0,0,0,2,4.49,9.3307,11279.52
172,2022,0,0,0,2,3.01,9.6164,15009.36
172,2023,0,1,0,2,3.51,9.6,14764.05
172,2024,0,1,0,2,3.9,9.3786,11832.87
173,2021,1,0,0,1,4.86,9.1078,9025.51
173,2022,1,0,0,1,3.63,9.2094,9990.84
173,2023,1,1,1,1,3.4,9.1147,9087.84
173,2024,1,1,1,1,2.47,9.188,9778.82
174,2021,1,0,0,2,3.99,9.1984,9881.62
174,2022,1,0,0,2,3.17,9.2053,9949.45
174,2023,1,1,1,2,5.28,9.4162,12285.92
174,2024,1,1,1,2,4.02,9.4757,13039.38
175,2021,0,0,0,2,3.09,9.4477,12679.21
175,2022,0,0,0,2,3.61,9.5878,14585.2
175,2023,0,1,0,2,4.57,9.1716,9620.22
175,2024,0,1,0,2,6.11,9.4122,12236.25
176,2021,0,0,0,1,3.96,8.9606,7789.98
176,2022,0,0,0,1,4.38,9.1863,9762.68
176,2023,0,1,0,1,4.64,9.1493,9408.24
176,2024,0,1,0,1,4.95,9.0572,8579.71
177,2021,1,0,0,1,4.26,9.2907,10836.25
177,2022,1,0,0,1,3.48,9.3425,11412.77
177,2023,1,1,1,1,4.05,9.6637,15735.25
177,2024,1,1,1,1,4.67,9.4225,12363.38
178,2021,1,0,0,1,4.25,9.4519,12732.15
178,2022,1,0,0,1,4.58,9.5721,14359.02
178,2023,1,1,1,1,4.36,9.625,15138.01
178,2024,1,1,1,1,3.5,9.4263,12410.37
179,2021,1,0,0,2,5.51,8.8294,6832.05
179,2022,1,0,0,2,4.56,8.8286,6826.64
179,2023,1,1,1,2,3.4,9.1127,9069.68
179,2024,1,1,1,2,5.22,9.1398,9318.61
180,2021,0,0,0,2,3.93,9.6814,16017.47
180,2022,0,0,0,2,4.28,9.541,13918.36
180,2023,0,1,0,2,4.05,9.5337,13817.75
180,2024,0,1,0,2,5.16,9.8324,18626.73
181,2021,0,0,0,2,4.36,9.4456,12651.89
181,2022,0,0,0,2,2.94,9.321,11169.76
181,2023,0,1,0,2,4.86,9.7302,16817.94
181,2024,0,1,0,2,5.01,9.4275,12424.82
182,2021,1,0,0,2,4.25,8.8676,7097.87
182,2022,1,0,0,2,4.05,8.9907,8027.74
182,2023,1,1,1,2,4.8,9.1625,9533.19
182,2024,1,1,1,2,5.97,9.324,11203.4
183,2021,1,0,0,1,4.59,9.4553,12775.95
183,2022,1,0,0,1,4.17,9.3154,11107.71
183,2023,1,1,1,1,3.48,9.4488,12692.93
183,2024,1,1,1,1,3.55,9.3541,11545.79
184,2021,1,0,0,2,3.95,9.0092,8178.17
184,2022,1,0,0,2,3.67,9.2061,9957.6
184,2023,1,1,1,2,3.61,9.4154,12275.54
184,2024,1,1,1,2,3.56,9.4644,12892.13
185,2021,1,0,0,1,4.06,9.5942,14679.99
185,2022,1,0,0,1,3.31,9.7971,17982.01
185,2023,1,1,1,1,3.22,9.6252,15141.13
185,2024,1,1,1,1,5.46,9.5278,13736.96
186,2021,0,0,0,2,3.01,9.5952,14694.67
186,2022,0,0,0,2,3.72,9.4681,12939.92
186,2023,0,1,0,2,5.25,9.4919,13252.4
186,2024,0,1,0,2,3.84,9.4728,13000.8
187,2021,0,0,0,2,2.89,9.0563,8572.44
187,2022,0,0,0,2,3.17,9.346,11452.9
187,2023,0,1,0,2,3.29,9.4235,12375.37
187,2024,0,1,0,2,4.0,9.3178,11134.68
188,2021,0,0,0,1,3.86,8.8144,6730.67
188,2022,0,0,0,1,4.27,8.6987,5995.18
188,2023,0,1,0,1,3.66,8.6769,5865.79
188,2024,0,1,0,1,3.28,8.8417,6916.87
189,2021,0,0,0,2,3.72,8.8656,7083.83
189,2022,0,0,0,2,4.08,8.7906,6571.92
189,2023,0,1,0,2,4.14,8.7879,6554.17
189,2024,0,1,0,2,5.33,8.7656,6410.17
190,2021,1,0,0,2,3.97,8.8582,7032.06
190,2022,1,0,0,2,5.05,8.9579,7768.75
190,2023,1,1,1,2,3.54,9.1338,9263.24
190,2024,1,1,1,2,4.48,9.0889,8856.0
191,2021,0,0,0,2,4.24,9.6272,15172.29
191,2022,0,0,0,2,4.23,9.4667,12922.61
191,2023,0,1,0,2,5.34,9.7686,17477.06
191,2024,0,1,0,2,5.06,9.7184,16619.81
192,2021,1,0,0,3,4.16,9.1275,9204.82
192,2022,1,0,0,3,4.97,9.0534,8547.21
192,2023,1,1,1,3,4.61,9.0765,8747.65
192,2024,1,1,1,3,4.93,9.2374,10274.43
193,2021,1,0,0,1,4.5,9.0616,8617.98
193,2022,1,0,0,1,4.25,8.9224,7497.87
193,2023,1,1,1,1,5.44,9.4814,13112.99
193,2024,1,1,1,1,4.36,9.3419,11406.45
194,2021,1,0,0,2,3.29,9.6015,14786.72
194,2022,1,0,0,2,2.11,9.3506,11505.4
194,2023,1,1,1,2,4.09,9.8587,19123.51
194,2024,1,1,1,2,4.41,9.8128,18266.67
195,2021,0,0,0,2,3.94,9.0184,8253.35
195,2022,0,0,0,2,3.52,9.1521,9434.55
195,2023,0,1,0,2,3.84,9.171,9613.97
195,2024,0,1,0,2,4.66,9.257,10477.96
196,2021,0,0,0,1,3.62,8.8853,7224.77
196,2022,0,0,0,1,4.34,8.7323,6199.74
196,2023,0,1,0,1,4.32,9.2302,10200.79
196,2024,0,1,0,1,3.72,8.9888,8013.01
197,2021,0,0,0,2,4.19,9.435,12519.53
197,2022,0,0,0,2,3.6,9.7224,16687.47
197,2023,0,1,0,2,3.03,9.5541,14102.94
197,2024,0,1,0,2,4.37,9.5726,14365.34
198,2021,0,0,0,2,4.23,8.9938,8052.74
198,2022,0,0,0,2,4.44,9.1725,9628.97
198,2023,0,1,0,2,4.08,9.4228,12367.03
198,2024,0,1,0,2,3.56,9.4835,13140.89
199,2021,0,0,0,2,3.71,8.9426,7651.1
199,2022,0,0,0,2,3.37,9.2519,10423.87
199,2023,0,1,0,2,4.08,9.2838,10762.3
199,2024,0,1,0,2,5.02,9.1661,9567.12
200,2021,1,0,0,1,4.23,8.8595,7041.06
200,2022,1,0,0,1,3.41,8.7902,6569.45
200,2023,1,1,1,1,5.0,9.1269,9199.31
200,2024,1,1,1,1,5.22,9.1937,9835.08
201,2021,0,0,0,1,3.39,8.8596,7041.82
201,2022,0,0,0,1,4.76,9.2543,10449.15
201,2023,0,1,0,1,4.29,9.0147,8222.97
201,2024,0,1,0,1,4.96,9.1285,9213.83
202,2021,0,0,0,3,4.1,9.5557,14125.16
202,2022,0,0,0,3,3.75,9.5498,14041.27
202,2023,0,1,0,3,4.68,9.7948,17939.56
202,2024,0,1,0,3,4.58,9.7827,17724.28
203,2021,0,0,0,2,3.83,9.1948,9845.33
203,2022,0,0,0,2,3.65,9.1043,8993.54
203,2023,0,1,0,2,4.79,9.2541,10446.86
203,2024,0,1,0,2,3.44,9.4244,12386.94
204,2021,1,0,0,1,3.62,9.4652,12903.1
204,2022,1,0,0,1,4.63,9.3909,11978.88
204,2023,1,1,1,1,3.93,9.5065,13446.59
204,2024,1,1,1,1,5.6,9.535,13835.22
205,2021,1,0,0,1,3.94,8.9254,7520.42
205,2022,1,0,0,1,4.23,8.7946,6598.71
205,2023,1,1,1,1,4.11,9.092,8884.3
205,2024,1,1,1,1,5.32,9.2006,9902.95
206,2021,1,0,0,3,3.29,9.4033,12128.07
206,2022,1,0,0,3,4.12,9.4464,12662.18
206,2023,1,1,1,3,3.06,9.7617,17355.46
206,2024,1,1,1,3,3.98,9.7539,17221.56
207,2021,1,0,0,1,3.87,9.2118,10015.0
207,2022,1,0,0,1,3.6,9.4634,12879.76
207,2023,1,1,1,1,4.03,9.5956,14700.26
207,2024,1,1,1,1,5.13,9.9347,20633.43
208,2021,1,0,0,2,3.99,9.2502,10406.89
208,2022,1,0,0,2,4.58,9.6015,14786.25
208,2023,1,1,1,2,4.56,9.5484,14021.68
208,2024,1,1,1,2,4.5,9.5109,13505.82
209,2021,0,0,0,1,3.13,9.6443,15434.26
209,2022,0,0,0,1,3.36,9.6017,14789.89
209,2023,0,1,0,1,3.43,9.5871,14576.14
209,2024,0,1,0,1,4.21,9.5264,13717.21
210,2021,0,0,0,3,4.12,9.5046,13420.77
210,2022,0,0,0,3,5.0,9.6498,15518.73
210,2023,0,1,0,3,3.75,9.6697,15831.05
210,2024,0,1,0,3,4.23,9.5065,13447.45
211,2021,0,0,0,2,3.44,9.4011,12101.24
211,2022,0,0,0,2,3.83,9.3821,11873.58
211,2023,0,1,0,2,4.45,9.4849,13159.32
211,2024,0,1,0,2,4.82,9.6648,15753.78
212,2021,1,0,0,2,2.84,10.0444,23026.49
212,2022,1,0,0,2,4.31,10.2058,27060.57
212,2023,1,1,1,2,4.15,10.358,31508.2
212,2024,1,1,1,2,4.38,9.988,21763.37
213,2021,0,0,0,2,4.05,9.2163,10059.52
213,2022,0,0,0,2,4.38,9.2479,10382.83
213,2023,0,1,0,2,4.33,9.2286,10183.86
213,2024,0,1,0,2,4.1,9.4644,12892.53
214,2021,0,0,0,1,3.32,9.3799,11848.01
214,2022,0,0,0,1,3.82,9.4991,13348.18
214,2023,0,1,0,1,4.71,9.1248,9179.91
214,2024,0,1,0,1,4.87,9.3519,11520.35
215,2021,0,0,0,2,4.05,8.9334,7581.36
215,2022,0,0,0,2,4.14,9.2496,10399.93
215,2023,0,1,0,2,3.59,9.2954,10888.17
215,2024,0,1,0,2,4.18,9.3996,12083.27
216,2021,1,0,0,1,4.29,9.2349,10248.78
216,2022,1,0,0,1,3.78,9.4927,13262.22
216,2023,1,1,1,1,4.47,9.6714,15856.9
216,2024,1,1,1,1,4.21,9.6531,15569.98
217,2021,1,0,0,3,3.38,9.5907,14627.61
217,2022,1,0,0,3,4.54,9.5607,14195.1
217,2023,1,1,1,3,3.45,9.6999,16315.95
217,2024,1,1,1,3,4.21,9.5968,14717.84
218,2021,0,0,0,3,2.83,9.3298,11268.5
218,2022,0,0,0,3,3.51,9.3272,11239.77
218,2023,0,1,0,3,3.89,9.5005,13366.77
218,2024,0,1,0,3,4.23,9.2094,9990.23
219,2021,0,0,0,2,3.73,9.0938,8899.66
219,2022,0,0,0,2,5.25,9.2228,10125.08
219,2023,0,1,0,2,4.05,9.1932,9829.75
219,2024,0,1,0,2,3.07,9.1284,9213.42
220,2021,1,0,0,3,3.18,9.1276,9205.87
220,2022,1,0,0,3,3.86,9.202,9917.29
220,2023,1,1,1,3,4.65,9.5165,13582.2
220,2024,1,1,1,3,4.61,9.4528,12743.33
221,2021,0,0,0,2,3.62,9.1438,9356.62
221,2022,0,0,0,2,4.59,9.3152,11106.04
221,2023,0,1,0,2,3.56,9.3723,11757.86
221,2024,0,1,0,2,4.03,9.3614,11630.5
222,2021,0,0,0,2,4.37,9.1218,9152.6
222,2022,0,0,0,2,4.17,9.1584,9494.12
222,2023,0,1,0,2,3.87,9.2285,10183.61
222,2024,0,1,0,2,3.33,9.1672,9577.9
223,2021,1,0,0,3,3.16,8.9363,7602.69
223,2022,1,0,0,3,4.24,9.2003,9899.82
223,2023,1,1,1,3,4.32,9.2042,9938.88
223,2024,1,1,1,3,4.88,8.9575,7766.0
224,2021,1,0,0,1,2.65,9.1486,9401.57
224,2022,1,0,0,1,5.22,8.8406,6909.12
224,2023,1,1,1,1,3.58,9.3549,11554.81
224,2024,1,1,1,1,4.06,9.1377,9299.74
225,2021,1,0,0,3,3.88,9.2992,10929.58
225,2022,1,0,0,3,2.97,9.0438,8465.54
225,2023,1,1,1,3,3.54,9.4581,12811.02
225,2024,1,1,1,3,4.52,9.3484,11479.94
226,2021,0,0,0,2,2.71,9.4465,12663.56
226,2022,0,0,0,2,3.87,9.3765,11807.98
226,2023,0,1,0,2,4.86,9.4433,12623.55
226,2024,0,1,0,2,3.46,9.5138,13545.42
227,2021,0,0,0,3,3.09,10.2066,27080.85
227,2022,0,0,0,3,4.4,10.3701,31891.68
227,2023,0,1,0,3,4.23,10.2706,28871.48
227,2024,0,1,0,3,4.26,10.5636,38700.1
228,2021,1,0,0,1,3.52,9.0838,8811.62
228,2022,1,0,0,1,4.52,9.6383,15340.69
228,2023,1,1,1,1,4.71,9.5447,13970.83
228,2024,1,1,1,1,5.22,9.7507,17166.26
229,2021,1,0,0,1,3.83,8.5431,5131.23
229,2022,1,0,0,1,4.37,8.5742,5293.4
229,2023,1,1,1,1,4.81,8.7082,6052.11
229,2024,1,1,1,1,4.06,8.8442,6933.89
230,2021,1,0,0,2,3.7,8.8285,6826.25
230,2022,1,0,0,2,3.86,8.758,6361.36
230,2023,1,1,1,2,5.8,8.9277,7537.82
230,2024,1,1,1,2,4.61,9.0211,8276.24
231,2021,1,0,0,2,4.12,9.4245,12387.75
231,2022,1,0,0,2,4.86,9.26,10508.68
231,2023,1,1,1,2,3.13,9.8594,19136.59
231,2024,1,1,1,2,3.55,9.7598,17323.76
232,2021,0,0,0,3,4.26,9.1126,9069.02
232,2022,0,0,0,3,4.13,8.9896,8019.24
232,2023,0,1,0,3,4.86,9.0036,8132.57
232,2024,0,1,0,3,3.47,9.1076,9023.17
233,2021,0,0,0,2,4.03,9.7398,16980.52
233,2022,0,0,0,2,3.41,9.9553,21064.36
233,2023,0,1,0,2,5.13,10.0241,22563.95
233,2024,0,1,0,2,3.79,9.8677,19297.27
234,2021,0,0,0,3,2.81,8.9031,7354.66
234,2022,0,0,0,3,3.9,8.7287,6177.64
234,2023,0,1,0,3,4.35,8.8328,6855.39
234,2024,0,1,0,3,4.71,8.7125,6078.24
235,2021,0,0,0,1,4.14,9.4503,12711.45
235,2022,0,0,0,1,3.82,9.5225,13663.45
235,2023,0,1,0,1,4.34,9.4482,12684.69
235,2024,0,1,0,1,5.05,9.513,13534.77
236,2021,0,0,0,2,4.08,9.266,10571.9
236,2022,0,0,0,2,4.34,9.3079,11024.26
236,2023,0,1,0,2,3.85,9.1213,9147.9
236,2024,0,1,0,2,4.02,9.2842,10766.55
237,2021,1,0,0,3,3.69,9.6361,15306.89
237,2022,1,0,0,3,5.08,9.8955,19840.2
237,2023,1,1,1,3,4.45,9.8486,18931.53
237,2024,1,1,1,3,3.3,9.9213,20359.84
238,2021,0,0,0,2,3.38,9.4678,12936.52
238,2022,0,0,0,2,5.17,9.1541,9452.92
238,2023,0,1,0,2,5.68,9.3632,11651.4
238,2024,0,1,0,2,4.73,9.2337,10236.22
239,2021,0,0,0,1,4.5,8.8863,7232.55
239,2022,0,0,0,1,4.36,8.8756,7155.19
239,2023,0,1,0,1,3.97,9.0057,8149.44
239,2024,0,1,0,1,5.29,8.7849,6535.11
240,2021,0,0,0,2,3.49,8.6706,5829.13
240,2022,0,0,0,2,3.11,9.0714,8703.06
240,2023,0,1,0,2,4.71,8.7826,6520.01
240,2024,0,1,0,2,4.06,8.9724,7882.45
241,2021,0,0,0,1,3.53,9.6471,15476.08
241,2022,0,0,0,1,3.66,9.8544,19041.84
241,2023,0,1,0,1,4.8,9.9411,20766.16
241,2024,0,1,0,1,4.34,9.9727,21433.81
242,2021,1,0,0,2,3.14,9.3118,11068.22
242,2022,1,0,0,2,4.21,9.1935,9832.56
242,2023,1,1,1,2,3.5,9.6161,15004.29
242,2024,1,1,1,2,4.28,9.6334,15266.04
243,2021,0,0,0,2,3.37,9.7108,16495.52
243,2022,0,0,0,2,3.65,9.7403,16988.43
243,2023,0,1,0,2,4.1,9.6694,15825.81
243,2024,0,1,0,2,4.31,9.7943,17932.06
244,2021,0,0,0,3,3.89,9.2203,10100.08
244,2022,0,0,0,3,3.62,9.3121,11071.57
244,2023,0,1,0,3,3.71,9.2604,10513.81
244,2024,0,1,0,3,4.17,9.3894,11961.36
245,2021,0,0,0,1,3.64,8.6323,5610.12
245,2022,0,0,0,1,4.48,8.7354,6219.16
245,2023,0,1,0,1,5.33,8.7062,6040.22
245,2024,0,1,0,1,4.9,8.7345,6213.45
246,2021,0,0,0,3,2.86,8.455,4698.31
246,2022,0,0,0,3,3.13,8.1415,3433.91
246,2023,0,1,0,3,3.83,8.0648,3180.68
246,2024,0,1,0,3,4.02,8.4783,4809.49
247,2021,1,0,0,2,3.48,9.1622,9529.92
247,2022,1,0,0,2,3.11,9.6815,16018.26
247,2023,1,1,1,2,4.62,9.8344,18664.35
247,2024,1,1,1,2,5.16,9.6127,14953.78
248,2021,0,0,0,2,4.12,8.1237,3373.52
248,2022,0,0,0,2,4.08,8.0124,3018.08
248,2023,0,1,0,2,3.68,8.4733,4785.41
248,2024,0,1,0,2,3.88,8.3795,4356.78
249,2021,0,0,0,3,4.45,9.3398,11381.61
249,2022,0,0,0,3,3.6,9.0275,8328.66
249,2023,0,1,0,3,4.37,9.2913,10843.36
249,2024,0,1,0,3,4.73,9.3004,10941.89
250,2021,0,0,0,2,4.44,9.4685,12945.39
250,2022,0,0,0,2,4.36,9.5273,13729.69
250,2023,0,1,0,2,4.69,9.4014,12105.22
250,2024,0,1,0,2,4.89,9.4496,12703.36
